
Label=dB(V(V_filt)) vs 2*PI*F
LabelX=2*PI*F
LabelY=dB(V(V_filt))
Data Point Count=1001
F,2*PI*F,2*PI*F,dB(V(V_filt)),dB(V(V_filt))
 4.7133679776994981E+001, 2.9614964424812246E+002, 0.0000000000000000E+000,-6.2007372972563014E-002, 0.0000000000000000E+000
 4.7479642272917680E+001, 2.9832339071933916E+002, 0.0000000000000000E+000,-6.2913912899854513E-002, 0.0000000000000000E+000
 4.7828144143002362E+001, 3.0051309254897984E+002, 0.0000000000000000E+000,-6.3833771038651593E-002, 0.0000000000000000E+000
 4.8179204026324683E+001, 3.0271886684981081E+002, 0.0000000000000000E+000,-6.4767142473568143E-002, 0.0000000000000000E+000
 4.8532840698771622E+001, 3.0494083159420927E+002, 0.0000000000000000E+000,-6.5714225129716863E-002, 0.0000000000000000E+000
 4.8889073074045676E+001, 3.0717910562047291E+002, 0.0000000000000000E+000,-6.6675219813658537E-002, 0.0000000000000000E+000
 4.9247920204676440E+001, 3.0943380863917571E+002, 0.0000000000000000E+000,-6.7650330254704683E-002, 0.0000000000000000E+000
 4.9609401283039588E+001, 3.1170506123957045E+002, 0.0000000000000000E+000,-6.8639763147029395E-002, 0.0000000000000000E+000
 4.9973535642383368E+001, 3.1399298489603854E+002, 0.0000000000000000E+000,-6.9643728192126941E-002, 0.0000000000000000E+000
 5.0340342757862587E+001, 3.1629770197458652E+002, 0.0000000000000000E+000,-7.0662438142216510E-002, 0.0000000000000000E+000
 5.0709842247580227E+001, 3.1861933573939075E+002, 0.0000000000000000E+000,-7.1696108843824324E-002, 0.0000000000000000E+000
 5.1082053873636667E+001, 3.2095801035938996E+002, 0.0000000000000000E+000,-7.2744959282294408E-002, 0.0000000000000000E+000
 5.1456997543186667E+001, 3.2331385091492655E+002, 0.0000000000000000E+000,-7.3809211626791313E-002, 0.0000000000000000E+000
 5.1834693309504019E+001, 3.2568698340443564E+002, 0.0000000000000000E+000,-7.4889091275996800E-002, 0.0000000000000000E+000
 5.2215161373054109E+001, 3.2807753475118466E+002, 0.0000000000000000E+000,-7.5984826904298267E-002, 0.0000000000000000E+000
 5.2598422082574288E+001, 3.3048563281006108E+002, 0.0000000000000000E+000,-7.7096650508823153E-002, 0.0000000000000000E+000
 5.2984495936162197E+001, 3.3291140637441083E+002, 0.0000000000000000E+000,-7.8224797456944134E-002, 0.0000000000000000E+000
 5.3373403582372063E+001, 3.3535498518292644E+002, 0.0000000000000000E+000,-7.9369506534618370E-002, 0.0000000000000000E+000
 5.3765165821319073E+001, 3.3781649992658606E+002, 0.0000000000000000E+000,-8.0531019995165570E-002, 0.0000000000000000E+000
 5.4159803605791815E+001, 3.4029608225564311E+002, 0.0000000000000000E+000,-8.1709583609047842E-002, 0.0000000000000000E+000
 5.4557338042372940E+001, 3.4279386478666754E+002, 0.0000000000000000E+000,-8.2905446713944939E-002, 0.0000000000000000E+000
 5.4957790392567972E+001, 3.4530998110963850E+002, 0.0000000000000000E+000,-8.4118862265870356E-002, 0.0000000000000000E+000
 5.5361182073942473E+001, 3.4784456579508924E+002, 0.0000000000000000E+000,-8.5350086890826432E-002, 0.0000000000000000E+000
 5.5767534661267518E+001, 3.5039775440130438E+002, 0.0000000000000000E+000,-8.6599380937126297E-002, 0.0000000000000000E+000
 5.6176869887673590E+001, 3.5296968348157003E+002, 0.0000000000000000E+000,-8.7867008528661902E-002, 0.0000000000000000E+000
 5.6589209645812950E+001, 3.5556049059147722E+002, 0.0000000000000000E+000,-8.9153237618497305E-002, 0.0000000000000000E+000
 5.7004575989030513E+001, 3.5817031429627878E+002, 0.0000000000000000E+000,-9.0458340043851185E-002, 0.0000000000000000E+000
 5.7422991132543359E+001, 3.6079929417830010E+002, 0.0000000000000000E+000,-9.1782591580964551E-002, 0.0000000000000000E+000
 5.7844477454628866E+001, 3.6344757084440494E+002, 0.0000000000000000E+000,-9.3126272001582189E-002, 0.0000000000000000E+000
 5.8269057497821571E+001, 3.6611528593351500E+002, 0.0000000000000000E+000,-9.4489665129664113E-002, 0.0000000000000000E+000
 5.8696753970118827E+001, 3.6880258212418568E+002, 0.0000000000000000E+000,-9.5873058899025518E-002, 0.0000000000000000E+000
 5.9127589746195326E+001, 3.7150960314223681E+002, 0.0000000000000000E+000,-9.7276745411803561E-002, 0.0000000000000000E+000
 5.9561587868626475E+001, 3.7423649376843974E+002, 0.0000000000000000E+000,-9.8701020997739058E-002, 0.0000000000000000E+000
 5.9998771549120832E+001, 3.7698339984626057E+002, 0.0000000000000000E+000,-1.0014618627413674E-001, 0.0000000000000000E+000
 6.0439164169761511E+001, 3.7975046828966043E+002, 0.0000000000000000E+000,-1.0161254620684299E-001, 0.0000000000000000E+000
 6.0882789284256766E+001, 3.8253784709095288E+002, 0.0000000000000000E+000,-1.0310041017180069E-001, 0.0000000000000000E+000
 6.1329670619199717E+001, 3.8534568532871924E+002, 0.0000000000000000E+000,-1.0461009201770456E-001, 0.0000000000000000E+000
 6.1779832075337310E+001, 3.8817413317578149E+002, 0.0000000000000000E+000,-1.0614191012936580E-001, 0.0000000000000000E+000
 6.2233297728848640E+001, 3.9102334190723451E+002, 0.0000000000000000E+000,-1.0769618749190238E-001, 0.0000000000000000E+000
 6.2690091832632604E+001, 3.9389346390853615E+002, 0.0000000000000000E+000,-1.0927325175590838E-001, 0.0000000000000000E+000
 6.3150238817605043E+001, 3.9678465268365795E+002, 0.0000000000000000E+000,-1.1087343530344662E-001, 0.0000000000000000E+000
 6.3613763294005388E+001, 3.9969706286329472E+002, 0.0000000000000000E+000,-1.1249707531492315E-001, 0.0000000000000000E+000
 6.4080690052712896E+001, 4.0263085021313475E+002, 0.0000000000000000E+000,-1.1414451383691045E-001, 0.0000000000000000E+000
 6.4551044066572544E+001, 4.0558617164219061E+002, 0.0000000000000000E+000,-1.1581609785083688E-001, 0.0000000000000000E+000
 6.5024850491730703E+001, 4.0856318521119164E+002, 0.0000000000000000E+000,-1.1751217934260266E-001, 0.0000000000000000E+000
 6.5502134668980517E+001, 4.1156205014103699E+002, 0.0000000000000000E+000,-1.1923311537319617E-001, 0.0000000000000000E+000
 6.5982922125117256E+001, 4.1458292682131156E+002, 0.0000000000000000E+000,-1.2097926815019941E-001, 0.0000000000000000E+000
 6.6467238574303551E+001, 4.1762597681886427E+002, 0.0000000000000000E+000,-1.2275100510018866E-001, 0.0000000000000000E+000
 6.6955109919444709E+001, 4.2069136288644916E+002, 0.0000000000000000E+000,-1.2454869894236741E-001, 0.0000000000000000E+000
 6.7446562253574058E+001, 4.2377924897142981E+002, 0.0000000000000000E+000,-1.2637272776276656E-001, 0.0000000000000000E+000
 6.7941621861248507E+001, 4.2688980022454797E+002, 0.0000000000000000E+000,-1.2822347508984674E-001, 0.0000000000000000E+000
 6.8440315219954314E+001, 4.3002318300875635E+002, 0.0000000000000000E+000,-1.3010132997081456E-001, 0.0000000000000000E+000
 6.8942669001523228E+001, 4.3317956490811628E+002, 0.0000000000000000E+000,-1.3200668704915203E-001, 0.0000000000000000E+000
 6.9448710073558956E+001, 4.3635911473676055E+002, 0.0000000000000000E+000,-1.3393994664305645E-001, 0.0000000000000000E+000
 6.9958465500874155E+001, 4.3956200254792248E+002, 0.0000000000000000E+000,-1.3590151482482726E-001, 0.0000000000000000E+000
 7.0471962546937959E+001, 4.4278839964303069E+002, 0.0000000000000000E+000,-1.3789180350173552E-001, 0.0000000000000000E+000
 7.0989228675334090E+001, 4.4603847858087090E+002, 0.0000000000000000E+000,-1.3991123049736540E-001, 0.0000000000000000E+000
 7.1510291551229741E+001, 4.4931241318681521E+002, 0.0000000000000000E+000,-1.4196021963439664E-001, 0.0000000000000000E+000
 7.2035179042855177E+001, 4.5261037856211851E+002, 0.0000000000000000E+000,-1.4403920081851362E-001, 0.0000000000000000E+000
 7.2563919222994230E+001, 4.5593255109328368E+002, 0.0000000000000000E+000,-1.4614861012315980E-001, 0.0000000000000000E+000
 7.3096540370485727E+001, 4.5927910846149541E+002, 0.0000000000000000E+000,-1.4828888987563260E-001, 0.0000000000000000E+000
 7.3633070971735961E+001, 4.6265022965212307E+002, 0.0000000000000000E+000,-1.5046048874415494E-001, 0.0000000000000000E+000
 7.4173539722242225E+001, 4.6604609496429373E+002, 0.0000000000000000E+000,-1.5266386182628602E-001, 0.0000000000000000E+000
 7.4717975528127525E+001, 4.6946688602053473E+002, 0.0000000000000000E+000,-1.5489947073815219E-001, 0.0000000000000000E+000
 7.5266407507686623E+001, 4.7291278577648791E+002, 0.0000000000000000E+000,-1.5716778370521159E-001, 0.0000000000000000E+000
 7.5818864992943332E+001, 4.7638397853069421E+002, 0.0000000000000000E+000,-1.5946927565393881E-001, 0.0000000000000000E+000
 7.6375377531219357E+001, 4.7988064993445136E+002, 0.0000000000000000E+000,-1.6180442830470806E-001, 0.0000000000000000E+000
 7.6935974886714504E+001, 4.8340298700174219E+002, 0.0000000000000000E+000,-1.6417373026619675E-001, 0.0000000000000000E+000
 7.7500687042098662E+001, 4.8695117811923768E+002, 0.0000000000000000E+000,-1.6657767713046906E-001, 0.0000000000000000E+000
 7.8069544200115317E+001, 4.9052541305637186E+002, 0.0000000000000000E+000,-1.6901677156977282E-001, 0.0000000000000000E+000
 7.8642576785196908E+001, 4.9412588297549161E+002, 0.0000000000000000E+000,-1.7149152343431406E-001, 0.0000000000000000E+000
 7.9219815445092038E+001, 4.9775278044208073E+002, 0.0000000000000000E+000,-1.7400244985142088E-001, 0.0000000000000000E+000
 7.9801291052504638E+001, 5.0140629943505894E+002, 0.0000000000000000E+000,-1.7655007532577371E-001, 0.0000000000000000E+000
 8.0387034706745126E+001, 5.0508663535715641E+002, 0.0000000000000000E+000,-1.7913493184115256E-001, 0.0000000000000000E+000
 8.0977077735393692E+001, 5.0879398504536482E+002, 0.0000000000000000E+000,-1.8175755896342322E-001, 0.0000000000000000E+000
 8.1571451695975838E+001, 5.1252854678146468E+002, 0.0000000000000000E+000,-1.8441850394468917E-001, 0.0000000000000000E+000
 8.2170188377650149E+001, 5.1629052030263017E+002, 0.0000000000000000E+000,-1.8711832182891922E-001, 0.0000000000000000E+000
 8.2773319802908503E+001, 5.2008010681211181E+002, 0.0000000000000000E+000,-1.8985757555878630E-001, 0.0000000000000000E+000
 8.3380878229288754E+001, 5.2389750898999739E+002, 0.0000000000000000E+000,-1.9263683608403123E-001, 0.0000000000000000E+000
 8.3992896151099956E+001, 5.2774293100405202E+002, 0.0000000000000000E+000,-1.9545668247098924E-001, 0.0000000000000000E+000
 8.4609406301160277E+001, 5.3161657852063820E+002, 0.0000000000000000E+000,-1.9831770201357957E-001, 0.0000000000000000E+000
 8.5230441652547668E+001, 5.3551865871571454E+002, 0.0000000000000000E+000,-2.0122049034575090E-001, 0.0000000000000000E+000
 8.5856035420363369E+001, 5.3944938028591730E+002, 0.0000000000000000E+000,-2.0416565155514138E-001, 0.0000000000000000E+000
 8.6486221063508367E+001, 5.4340895345972137E+002, 0.0000000000000000E+000,-2.0715379829836703E-001, 0.0000000000000000E+000
 8.7121032286472911E+001, 5.4739759000868492E+002, 0.0000000000000000E+000,-2.1018555191760929E-001, 0.0000000000000000E+000
 8.7760503041139103E+001, 5.5141550325877461E+002, 0.0000000000000000E+000,-2.1326154255866492E-001, 0.0000000000000000E+000
 8.8404667528596818E+001, 5.5546290810177584E+002, 0.0000000000000000E+000,-2.1638240929047745E-001, 0.0000000000000000E+000
 8.9053560200972825E+001, 5.5954002100678520E+002, 0.0000000000000000E+000,-2.1954880022611159E-001, 0.0000000000000000E+000
 8.9707215763273481E+001, 5.6364706003178890E+002, 0.0000000000000000E+000,-2.2276137264518819E-001, 0.0000000000000000E+000
 9.0365669175240811E+001, 5.6778424483532433E+002, 0.0000000000000000E+000,-2.2602079311788853E-001, 0.0000000000000000E+000
 9.1028955653222312E+001, 5.7195179668822857E+002, 0.0000000000000000E+000,-2.2932773763044464E-001, 0.0000000000000000E+000
 9.1697110672054436E+001, 5.7614993848547283E+002, 0.0000000000000000E+000,-2.3268289171202186E-001, 0.0000000000000000E+000
 9.2370169966959892E+001, 5.8037889475808345E+002, 0.0000000000000000E+000,-2.3608695056335166E-001, 0.0000000000000000E+000
 9.3048169535458896E+001, 5.8463889168515050E+002, 0.0000000000000000E+000,-2.3954061918672032E-001, 0.0000000000000000E+000
 9.3731145639294468E+001, 5.8893015710592499E+002, 0.0000000000000000E+000,-2.4304461251768802E-001, 0.0000000000000000E+000
 9.4419134806371787E+001, 5.9325292053200383E+002, 0.0000000000000000E+000,-2.4659965555823288E-001, 0.0000000000000000E+000
 9.5112173832711875E+001, 5.9760741315960593E+002, 0.0000000000000000E+000,-2.5020648351156793E-001, 0.0000000000000000E+000
 9.5810299784419527E+001, 6.0199386788193624E+002, 0.0000000000000000E+000,-2.5386584191852141E-001, 0.0000000000000000E+000
 9.6513549999665770E+001, 6.0641251930164231E+002, 0.0000000000000000E+000,-2.5757848679557271E-001, 0.0000000000000000E+000
 9.7221962090684841E+001, 6.1086360374336175E+002, 0.0000000000000000E+000,-2.6134518477441754E-001, 0.0000000000000000E+000
 9.7935573945785777E+001, 6.1534735926636108E+002, 0.0000000000000000E+000,-2.6516671324333990E-001, 0.0000000000000000E+000
 9.8654423731378856E+001, 6.1986402567726873E+002, 0.0000000000000000E+000,-2.6904386049004259E-001, 0.0000000000000000E+000
 9.9378549894016842E+001, 6.2441384454290005E+002, 0.0000000000000000E+000,-2.7297742584629908E-001, 0.0000000000000000E+000
 1.0010799116245124E+002, 6.2899705920317751E+002, 0.0000000000000000E+000,-2.7696821983416392E-001, 0.0000000000000000E+000
 1.0084278654970366E+002, 6.3361391478414521E+002, 0.0000000000000000E+000,-2.8101706431387258E-001, 0.0000000000000000E+000
 1.0158297535515236E+002, 6.3826465821107934E+002, 0.0000000000000000E+000,-2.8512479263367230E-001, 0.0000000000000000E+000
 1.0232859716663407E+002, 6.4294953822169384E+002, 0.0000000000000000E+000,-2.8929224978095081E-001, 0.0000000000000000E+000
 1.0307969186256138E+002, 6.4766880537944485E+002, 0.0000000000000000E+000,-2.9352029253547995E-001, 0.0000000000000000E+000
 1.0383629961405545E+002, 6.5242271208693057E+002, 0.0000000000000000E+000,-2.9780978962408716E-001, 0.0000000000000000E+000
 1.0459846088709463E+002, 6.5721151259939165E+002, 0.0000000000000000E+000,-3.0216162187735313E-001, 0.0000000000000000E+000
 1.0536621644467861E+002, 6.6203546303830876E+002, 0.0000000000000000E+000,-3.0657668238783298E-001, 0.0000000000000000E+000
 1.0613960734900864E+002, 6.6689482140510154E+002, 0.0000000000000000E+000,-3.1105587667012535E-001, 0.0000000000000000E+000
 1.0691867496368363E+002, 6.7178984759492687E+002, 0.0000000000000000E+000,-3.1560012282275834E-001, 0.0000000000000000E+000
 1.0770346095591242E+002, 6.7672080341057915E+002, 0.0000000000000000E+000,-3.2021035169188405E-001, 0.0000000000000000E+000
 1.0849400729874235E+002, 6.8168795257649265E+002, 0.0000000000000000E+000,-3.2488750703657543E-001, 0.0000000000000000E+000
 1.0929035627330401E+002, 6.8669156075284604E+002, 0.0000000000000000E+000,-3.2963254569617806E-001, 0.0000000000000000E+000
 1.1009255047107270E+002, 6.9173189554977102E+002, 0.0000000000000000E+000,-3.3444643775934479E-001, 0.0000000000000000E+000
 1.1090063279614628E+002, 6.9680922654166488E+002, 0.0000000000000000E+000,-3.3933016673489130E-001, 0.0000000000000000E+000
 1.1171464646753986E+002, 7.0192382528160829E+002, 0.0000000000000000E+000,-3.4428472972450475E-001, 0.0000000000000000E+000
 1.1253463502149731E+002, 7.0707596531588922E+002, 0.0000000000000000E+000,-3.4931113759739474E-001, 0.0000000000000000E+000
 1.1336064231381971E+002, 7.1226592219863255E+002, 0.0000000000000000E+000,-3.5441041516652472E-001, 0.0000000000000000E+000
 1.1419271252221093E+002, 7.1749397350653805E+002, 0.0000000000000000E+000,-3.5958360136707590E-001, 0.0000000000000000E+000
 1.1503089014864037E+002, 7.2276039885372620E+002, 0.0000000000000000E+000,-3.6483174943642327E-001, 0.0000000000000000E+000
 1.1587522002172311E+002, 7.2806547990669242E+002, 0.0000000000000000E+000,-3.7015592709615008E-001, 0.0000000000000000E+000
 1.1672574729911750E+002, 7.3340950039937240E+002, 0.0000000000000000E+000,-3.7555721673602593E-001, 0.0000000000000000E+000
 1.1758251746994033E+002, 7.3879274614831604E+002, 0.0000000000000000E+000,-3.8103671559963015E-001, 0.0000000000000000E+000
 1.1844557635719974E+002, 7.4421550506797519E+002, 0.0000000000000000E+000,-3.8659553597206686E-001, 0.0000000000000000E+000
 1.1931497012024600E+002, 7.4967806718610098E+002, 0.0000000000000000E+000,-3.9223480536957628E-001, 0.0000000000000000E+000
 1.2019074525724028E+002, 7.5518072465925661E+002, 0.0000000000000000E+000,-3.9795566673074412E-001, 0.0000000000000000E+000
 1.2107294860764151E+002, 7.6072377178844226E+002, 0.0000000000000000E+000,-4.0375927861007987E-001, 0.0000000000000000E+000
 1.2196162735471154E+002, 7.6630750503483546E+002, 0.0000000000000000E+000,-4.0964681537315784E-001, 0.0000000000000000E+000
 1.2285682902803865E+002, 7.7193222303564687E+002, 0.0000000000000000E+000,-4.1561946739373357E-001, 0.0000000000000000E+000
 1.2375860150607957E+002, 7.7759822662009253E+002, 0.0000000000000000E+000,-4.2167844125288068E-001, 0.0000000000000000E+000
 1.2466699301872025E+002, 7.8330581882548313E+002, 0.0000000000000000E+000,-4.2782495993985337E-001, 0.0000000000000000E+000
 1.2558205214985527E+002, 7.8905530491343120E+002, 0.0000000000000000E+000,-4.3406026305512857E-001, 0.0000000000000000E+000
 1.2650382783998637E+002, 7.9484699238617827E+002, 0.0000000000000000E+000,-4.4038560701501056E-001, 0.0000000000000000E+000
 1.2743236938883989E+002, 8.0068119100304045E+002, 0.0000000000000000E+000,-4.4680226525853561E-001, 0.0000000000000000E+000
 1.2836772645800349E+002, 8.0655821279697579E+002, 0.0000000000000000E+000,-4.5331152845587008E-001, 0.0000000000000000E+000
 1.2930994907358226E+002, 8.1247837209127260E+002, 0.0000000000000000E+000,-4.5991470471902729E-001, 0.0000000000000000E+000
 1.3025908762887425E+002, 8.1844198551636089E+002, 0.0000000000000000E+000,-4.6661311981419373E-001, 0.0000000000000000E+000
 1.3121519288706574E+002, 8.2444937202674680E+002, 0.0000000000000000E+000,-4.7340811737609428E-001, 0.0000000000000000E+000
 1.3217831598394611E+002, 8.3050085291807079E+002, 0.0000000000000000E+000,-4.8030105912417376E-001, 0.0000000000000000E+000
 1.3314850843064286E+002, 8.3659675184429250E+002, 0.0000000000000000E+000,-4.8729332508078704E-001, 0.0000000000000000E+000
 1.3412582211637661E+002, 8.4273739483500037E+002, 0.0000000000000000E+000,-4.9438631379123438E-001, 0.0000000000000000E+000
 1.3511030931123622E+002, 8.4892311031284862E+002, 0.0000000000000000E+000,-5.0158144254547754E-001, 0.0000000000000000E+000
 1.3610202266897446E+002, 8.5515422911112330E+002, 0.0000000000000000E+000,-5.0888014760206268E-001, 0.0000000000000000E+000
 1.3710101522982407E+002, 8.6143108449143529E+002, 0.0000000000000000E+000,-5.1628388441376349E-001, 0.0000000000000000E+000
 1.3810734042333456E+002, 8.6775401216154501E+002, 0.0000000000000000E+000,-5.2379412785482848E-001, 0.0000000000000000E+000
 1.3912105207122977E+002, 8.7412335029331700E+002, 0.0000000000000000E+000,-5.3141237245059736E-001, 0.0000000000000000E+000
 1.4014220439028645E+002, 8.8053943954080637E+002, 0.0000000000000000E+000,-5.3914013260837990E-001, 0.0000000000000000E+000
 1.4117085199523405E+002, 8.8700262305847855E+002, 0.0000000000000000E+000,-5.4697894285054804E-001, 0.0000000000000000E+000
 1.4220704990167550E+002, 8.9351324651956179E+002, 0.0000000000000000E+000,-5.5493035804934931E-001, 0.0000000000000000E+000
 1.4325085352902988E+002, 9.0007165813453548E+002, 0.0000000000000000E+000,-5.6299595366329014E-001, 0.0000000000000000E+000
 1.4430231870349624E+002, 9.0667820866975353E+002, 0.0000000000000000E+000,-5.7117732597553650E-001, 0.0000000000000000E+000
 1.4536150166103948E+002, 9.1333325146620427E+002, 0.0000000000000000E+000,-5.7947609233409159E-001, 0.0000000000000000E+000
 1.4642845905039803E+002, 9.2003714245840865E+002, 0.0000000000000000E+000,-5.8789389139331760E-001, 0.0000000000000000E+000
 1.4750324793611358E+002, 9.2679024019345650E+002, 0.0000000000000000E+000,-5.9643238335775250E-001, 0.0000000000000000E+000
 1.4858592580158313E+002, 9.3359290585018334E+002, 0.0000000000000000E+000,-6.0509325022706495E-001, 0.0000000000000000E+000
 1.4967655055213336E+002, 9.4044550325848695E+002, 0.0000000000000000E+000,-6.1387819604306748E-001, 0.0000000000000000E+000
 1.5077518051811768E+002, 9.4734839891878676E+002, 0.0000000000000000E+000,-6.2278894713815136E-001, 0.0000000000000000E+000
 1.5188187445803584E+002, 9.5430196202162529E+002, 0.0000000000000000E+000,-6.3182725238540383E-001, 0.0000000000000000E+000
 1.5299669156167658E+002, 9.6130656446741330E+002, 0.0000000000000000E+000,-6.4099488345035494E-001, 0.0000000000000000E+000
 1.5411969145328334E+002, 9.6836258088632110E+002, 0.0000000000000000E+000,-6.5029363504418525E-001, 0.0000000000000000E+000
 1.5525093419474308E+002, 9.7547038865831450E+002, 0.0000000000000000E+000,-6.5972532517857085E-001, 0.0000000000000000E+000
 1.5639048028879870E+002, 9.8263036793333868E+002, 0.0000000000000000E+000,-6.6929179542192307E-001, 0.0000000000000000E+000
 1.5753839068228487E+002, 9.8984290165164975E+002, 0.0000000000000000E+000,-6.7899491115708643E-001, 0.0000000000000000E+000
 1.5869472676938770E+002, 9.9710837556429578E+002, 0.0000000000000000E+000,-6.8883656184057573E-001, 0.0000000000000000E+000
 1.5985955039492828E+002, 1.0044271782537480E+003, 0.0000000000000000E+000,-6.9881866126312586E-001, 0.0000000000000000E+000
 1.6103292385767037E+002, 1.0117997011546835E+003, 0.0000000000000000E+000,-7.0894314781150425E-001, 0.0000000000000000E+000
 1.6221490991365238E+002, 1.0192263385749209E+003, 0.0000000000000000E+000,-7.1921198473174808E-001, 0.0000000000000000E+000
 1.6340557177954372E+002, 1.0267074877165082E+003, 0.0000000000000000E+000,-7.2962716039357267E-001, 0.0000000000000000E+000
 1.6460497313602593E+002, 1.0342435486969687E+003, 0.0000000000000000E+000,-7.4019068855615466E-001, 0.0000000000000000E+000
 1.6581317813119847E+002, 1.0418349245706977E+003, 0.0000000000000000E+000,-7.5090460863477970E-001, 0.0000000000000000E+000
 1.6703025138400957E+002, 1.0494820213505218E+003, 0.0000000000000000E+000,-7.6177098596893711E-001, 0.0000000000000000E+000
 1.6825625798771233E+002, 1.0571852480294119E+003, 0.0000000000000000E+000,-7.7279191209122955E-001, 0.0000000000000000E+000
 1.6949126351334610E+002, 1.0649450166023596E+003, 0.0000000000000000E+000,-7.8396950499747997E-001, 0.0000000000000000E+000
 1.7073533401324346E+002, 1.0727617420884103E+003, 0.0000000000000000E+000,-7.9530590941755386E-001, 0.0000000000000000E+000
 1.7198853602456290E+002, 1.0806358425528606E+003, 0.0000000000000000E+000,-8.0680329708740006E-001, 0.0000000000000000E+000
 1.7325093657284748E+002, 1.0885677391296176E+003, 0.0000000000000000E+000,-8.1846386702159202E-001, 0.0000000000000000E+000
 1.7452260317560956E+002, 1.0965578560437234E+003, 0.0000000000000000E+000,-8.3028984578695364E-001, 0.0000000000000000E+000
 1.7580360384594189E+002, 1.1046066206340427E+003, 0.0000000000000000E+000,-8.4228348777648376E-001, 0.0000000000000000E+000
 1.7709400709615520E+002, 1.1127144633761197E+003, 0.0000000000000000E+000,-8.5444707548440735E-001, 0.0000000000000000E+000
 1.7839388194144240E+002, 1.1208818179052007E+003, 0.0000000000000000E+000,-8.6678291978141153E-001, 0.0000000000000000E+000
 1.7970329790356982E+002, 1.1291091210394261E+003, 0.0000000000000000E+000,-8.7929336019057280E-001, 0.0000000000000000E+000
 1.8102232501459548E+002, 1.1373968128031941E+003, 0.0000000000000000E+000,-8.9198076516351088E-001, 0.0000000000000000E+000
 1.8235103382061462E+002, 1.1457453364506937E+003, 0.0000000000000000E+000,-9.0484753235708260E-001, 0.0000000000000000E+000
 1.8368949538553269E+002, 1.1541551384896115E+003, 0.0000000000000000E+000,-9.1789608891026697E-001, 0.0000000000000000E+000
 1.8503778129486619E+002, 1.1626266687050129E+003, 0.0000000000000000E+000,-9.3112889172113711E-001, 0.0000000000000000E+000
 1.8639596365957124E+002, 1.1711603801833980E+003, 0.0000000000000000E+000,-9.4454842772395153E-001, 0.0000000000000000E+000
 1.8776411511990037E+002, 1.1797567293369343E+003, 0.0000000000000000E+000,-9.5815721416630595E-001, 0.0000000000000000E+000
 1.8914230884928753E+002, 1.1884161759278668E+003, 0.0000000000000000E+000,-9.7195779888609302E-001, 0.0000000000000000E+000
 1.9053061855826169E+002, 1.1971391830931082E+003, 0.0000000000000000E+000,-9.8595276058829384E-001, 0.0000000000000000E+000
 1.9192911849838910E+002, 1.2059262173690081E+003, 0.0000000000000000E+000,-1.0001447091214972E+000, 0.0000000000000000E+000
 1.9333788346624451E+002, 1.2147777487163066E+003, 0.0000000000000000E+000,-1.0145362857540501E+000, 0.0000000000000000E+000
 1.9475698880741160E+002, 1.2236942505452678E+003, 0.0000000000000000E+000,-1.0291301634494368E+000, 0.0000000000000000E+000
 1.9618651042051269E+002, 1.2326761997410001E+003, 0.0000000000000000E+000,-1.0439290471414544E+000, 0.0000000000000000E+000
 1.9762652476126806E+002, 1.2417240766889622E+003, 0.0000000000000000E+000,-1.0589356740084184E+000, 0.0000000000000000E+000
 1.9907710884658505E+002, 1.2508383653006545E+003, 0.0000000000000000E+000,-1.0741528137464049E+000, 0.0000000000000000E+000
 2.0053834025867721E+002, 1.2600195530395010E+003, 0.0000000000000000E+000,-1.0895832688418574E+000, 0.0000000000000000E+000
 2.0201029714921367E+002, 1.2692681309469217E+003, 0.0000000000000000E+000,-1.1052298748427183E+000, 0.0000000000000000E+000
 2.0349305824349892E+002, 1.2785845936685921E+003, 0.0000000000000000E+000,-1.1210955006288281E+000, 0.0000000000000000E+000
 2.0498670284468332E+002, 1.2879694394809021E+003, 0.0000000000000000E+000,-1.1371830486803804E+000, 0.0000000000000000E+000
 2.0649131083800458E+002, 1.2974231703176033E+003, 0.0000000000000000E+000,-1.1534954553453884E+000, 0.0000000000000000E+000
 2.0800696269506017E+002, 1.3069462917966544E+003, 0.0000000000000000E+000,-1.1700356911053011E+000, 0.0000000000000000E+000
 2.0953373947811130E+002, 1.3165393132472641E+003, 0.0000000000000000E+000,-1.1868067608390105E+000, 0.0000000000000000E+000
 2.1107172284441839E+002, 1.3262027477371314E+003, 0.0000000000000000E+000,-1.2038117040846050E+000, 0.0000000000000000E+000
 2.1262099505060840E+002, 1.3359371120998862E+003, 0.0000000000000000E+000,-1.2210535952995898E+000, 0.0000000000000000E+000
 2.1418163895707417E+002, 1.3457429269627314E+003, 0.0000000000000000E+000,-1.2385355441185171E+000, 0.0000000000000000E+000
 2.1575373803240606E+002, 1.3556207167742873E+003, 0.0000000000000000E+000,-1.2562606956082789E+000, 0.0000000000000000E+000
 2.1733737635785619E+002, 1.3655710098326419E+003, 0.0000000000000000E+000,-1.2742322305211120E+000, 0.0000000000000000E+000
 2.1893263863183535E+002, 1.3755943383136057E+003, 0.0000000000000000E+000,-1.2924533655446506E+000, 0.0000000000000000E+000
 2.2053961017444297E+002, 1.3856912382991736E+003, 0.0000000000000000E+000,-1.3109273535492403E+000, 0.0000000000000000E+000
 2.2215837693203036E+002, 1.3958622498061975E+003, 0.0000000000000000E+000,-1.3296574838322055E+000, 0.0000000000000000E+000
