
Label=ph(V(V_filt)) vs 2*PI*F
LabelX=2*PI*F
LabelY=ph(V(V_filt))
Data Point Count=1001
F,2*PI*F,2*PI*F,ph(V(V_filt)),ph(V(V_filt))
 2.3528957068672305E+001, 1.4783679734714110E+002, 0.0000000000000000E+000,-7.6237456821447349E+000, 0.0000000000000000E+000
 2.3701660255702247E+001, 1.4892192347439072E+002, 0.0000000000000000E+000,-7.6796775000933231E+000, 0.0000000000000000E+000
 2.3875631088838357E+001, 1.5001501445702931E+002, 0.0000000000000000E+000,-7.7360192675613737E+000, 0.0000000000000000E+000
 2.4050878872637654E+001, 1.5111612875731285E+002, 0.0000000000000000E+000,-7.7927739804805167E+000, 0.0000000000000000E+000
 2.4227412979952849E+001, 1.5222532526661175E+002, 0.0000000000000000E+000,-7.8499446564822613E+000, 0.0000000000000000E+000
 2.4405242852433659E+001, 1.5334266330856079E+002, 0.0000000000000000E+000,-7.9075343350509071E+000, 0.0000000000000000E+000
 2.4584378001031762E+001, 1.5446820264223180E+002, 0.0000000000000000E+000,-7.9655460776773417E+000, 0.0000000000000000E+000
 2.4764828006509486E+001, 1.5560200346532991E+002, 0.0000000000000000E+000,-8.0239829680138861E+000, 0.0000000000000000E+000
 2.4946602519952208E+001, 1.5674412641741296E+002, 0.0000000000000000E+000,-8.0828481120300779E+000, 0.0000000000000000E+000
 2.5129711263284538E+001, 1.5789463258313478E+002, 0.0000000000000000E+000,-8.1421446381694871E+000, 0.0000000000000000E+000
 2.5314164029790284E+001, 1.5905358349551230E+002, 0.0000000000000000E+000,-8.2018756975075302E+000, 0.0000000000000000E+000
 2.5499970684636214E+001, 1.6022104113921642E+002, 0.0000000000000000E+000,-8.2620444639102342E+000, 0.0000000000000000E+000
 2.5687141165399698E+001, 1.6139706795388730E+002, 0.0000000000000000E+000,-8.3226541341940568E+000, 0.0000000000000000E+000
 2.5875685482600193E+001, 1.6258172683747367E+002, 0.0000000000000000E+000,-8.3837079282866984E+000, 0.0000000000000000E+000
 2.6065613720234641E+001, 1.6377508114959693E+002, 0.0000000000000000E+000,-8.4452090893888982E+000, 0.0000000000000000E+000
 2.6256936036316795E+001, 1.6497719471493988E+002, 0.0000000000000000E+000,-8.5071608841373170E+000, 0.0000000000000000E+000
 2.6449662663420508E+001, 1.6618813182666022E+002, 0.0000000000000000E+000,-8.5695666027683384E+000, 0.0000000000000000E+000
 2.6643803909227003E+001, 1.6740795724982914E+002, 0.0000000000000000E+000,-8.6324295592829792E+000, 0.0000000000000000E+000
 2.6839370157076171E+001, 1.6863673622489526E+002, 0.0000000000000000E+000,-8.6957530916127972E+000, 0.0000000000000000E+000
 2.7036371866521893E+001, 1.6987453447117389E+002, 0.0000000000000000E+000,-8.7595405617867925E+000, 0.0000000000000000E+000
 2.7234819573891460E+001, 1.7112141819036182E+002, 0.0000000000000000E+000,-8.8237953560994100E+000, 0.0000000000000000E+000
 2.7434723892849103E+001, 1.7237745407007822E+002, 0.0000000000000000E+000,-8.8885208852795277E+000, 0.0000000000000000E+000
 2.7636095514963628E+001, 1.7364270928743113E+002, 0.0000000000000000E+000,-8.9537205846604806E+000, 0.0000000000000000E+000
 2.7838945210280254E+001, 1.7491725151261042E+002, 0.0000000000000000E+000,-9.0193979143511722E+000, 0.0000000000000000E+000
 2.8043283827896623E+001, 1.7620114891250697E+002, 0.0000000000000000E+000,-9.0855563594082014E+000, 0.0000000000000000E+000
 2.8249122296543050E+001, 1.7749447015435854E+002, 0.0000000000000000E+000,-9.1521994300090146E+000, 0.0000000000000000E+000
 2.8456471625167030E+001, 1.7879728440942228E+002, 0.0000000000000000E+000,-9.2193306616262038E+000, 0.0000000000000000E+000
 2.8665342903522031E+001, 1.8010966135667425E+002, 0.0000000000000000E+000,-9.2869536152027052E+000, 0.0000000000000000E+000
 2.8875747302760615E+001, 1.8143167118653608E+002, 0.0000000000000000E+000,-9.3550718773282213E+000, 0.0000000000000000E+000
 2.9087696076031911E+001, 1.8276338460462901E+002, 0.0000000000000000E+000,-9.4236890604165726E+000, 0.0000000000000000E+000
 2.9301200559083465E+001, 1.8410487283555551E+002, 0.0000000000000000E+000,-9.4928088028842108E+000, 0.0000000000000000E+000
 2.9516272170867524E+001, 1.8545620762670853E+002, 0.0000000000000000E+000,-9.5624347693297231E+000, 0.0000000000000000E+000
 2.9732922414151751E+001, 1.8681746125210887E+002, 0.0000000000000000E+000,-9.6325706507144506E+000, 0.0000000000000000E+000
 2.9951162876134447E+001, 1.8818870651627063E+002, 0.0000000000000000E+000,-9.7032201645441436E+000, 0.0000000000000000E+000
 3.0171005229064253E+001, 1.8957001675809499E+002, 0.0000000000000000E+000,-9.7743870550517329E+000, 0.0000000000000000E+000
 3.0392461230864441E+001, 1.9096146585479266E+002, 0.0000000000000000E+000,-9.8460750933811401E+000, 0.0000000000000000E+000
 3.0615542725761760E+001, 1.9236312822583514E+002, 0.0000000000000000E+000,-9.9182880777721714E+000, 0.0000000000000000E+000
 3.0840261644919906E+001, 1.9377507883693488E+002, 0.0000000000000000E+000,-9.9910298337465093E+000, 0.0000000000000000E+000
 3.1066630007077642E+001, 1.9519739320405469E+002, 0.0000000000000000E+000,-1.0064304214294751E+001, 0.0000000000000000E+000
 3.1294659919191599E+001, 1.9663014739744656E+002, 0.0000000000000000E+000,-1.0138115100064566E+001, 0.0000000000000000E+000
 3.1524363577083800E+001, 1.9807341804572025E+002, 0.0000000000000000E+000,-1.0212466399549932E+001, 0.0000000000000000E+000
