
Label=ph(V(V_filt)) vs 2*PI*F
LabelX=2*PI*F
LabelY=ph(V(V_filt))
Data Point Count=1001
F,2*PI*F,2*PI*F,ph(V(V_filt)),ph(V(V_filt))
 4.4455204955243239E+001, 2.7932029060244145E+002, 0.0000000000000000E+000,-1.4395453906214323E+001, 0.0000000000000000E+000
 4.4781507372874074E+001, 2.8137050915859669E+002, 0.0000000000000000E+000,-1.4500937355081632E+001, 0.0000000000000000E+000
 4.5110204859155672E+001, 2.8343577637490807E+002, 0.0000000000000000E+000,-1.4607191080219858E+001, 0.0000000000000000E+000
 4.5441314993957299E+001, 2.8551620270895194E+002, 0.0000000000000000E+000,-1.4714220647607618E+001, 0.0000000000000000E+000
 4.5774855486184940E+001, 2.8761189942906611E+002, 0.0000000000000000E+000,-1.4822031662140173E+001, 0.0000000000000000E+000
 4.6110844174728427E+001, 2.8972297862030109E+002, 0.0000000000000000E+000,-1.4930629767872528E+001, 0.0000000000000000E+000
 4.6449299029415535E+001, 2.9184955319041472E+002, 0.0000000000000000E+000,-1.5040020648263406E+001, 0.0000000000000000E+000
 4.6790238151973064E+001, 2.9399173687591087E+002, 0.0000000000000000E+000,-1.5150210026419980E+001, 0.0000000000000000E+000
 4.7133679776994981E+001, 2.9614964424812246E+002, 0.0000000000000000E+000,-1.5261203665343510E+001, 0.0000000000000000E+000
 4.7479642272917680E+001, 2.9832339071933916E+002, 0.0000000000000000E+000,-1.5373007368175790E+001, 0.0000000000000000E+000
 4.7828144143002362E+001, 3.0051309254897984E+002, 0.0000000000000000E+000,-1.5485626978446328E+001, 0.0000000000000000E+000
 4.8179204026324683E+001, 3.0271886684981081E+002, 0.0000000000000000E+000,-1.5599068380320393E+001, 0.0000000000000000E+000
 4.8532840698771622E+001, 3.0494083159420927E+002, 0.0000000000000000E+000,-1.5713337498847757E+001, 0.0000000000000000E+000
 4.8889073074045676E+001, 3.0717910562047291E+002, 0.0000000000000000E+000,-1.5828440300212213E+001, 0.0000000000000000E+000
 4.9247920204676440E+001, 3.0943380863917571E+002, 0.0000000000000000E+000,-1.5944382791981861E+001, 0.0000000000000000E+000
 4.9609401283039588E+001, 3.1170506123957045E+002, 0.0000000000000000E+000,-1.6061171023359989E+001, 0.0000000000000000E+000
 4.9973535642383368E+001, 3.1399298489603854E+002, 0.0000000000000000E+000,-1.6178811085436831E+001, 0.0000000000000000E+000
 5.0340342757862587E+001, 3.1629770197458652E+002, 0.0000000000000000E+000,-1.6297309111441830E+001, 0.0000000000000000E+000
 5.0709842247580227E+001, 3.1861933573939075E+002, 0.0000000000000000E+000,-1.6416671276996620E+001, 0.0000000000000000E+000
 5.1082053873636667E+001, 3.2095801035938996E+002, 0.0000000000000000E+000,-1.6536903800368634E+001, 0.0000000000000000E+000
 5.1456997543186667E+001, 3.2331385091492655E+002, 0.0000000000000000E+000,-1.6658012942725399E+001, 0.0000000000000000E+000
 5.1834693309504019E+001, 3.2568698340443564E+002, 0.0000000000000000E+000,-1.6780005008389256E+001, 0.0000000000000000E+000
 5.2215161373054109E+001, 3.2807753475118466E+002, 0.0000000000000000E+000,-1.6902886345092746E+001, 0.0000000000000000E+000
 5.2598422082574288E+001, 3.3048563281006108E+002, 0.0000000000000000E+000,-1.7026663344234656E+001, 0.0000000000000000E+000
 5.2984495936162197E+001, 3.3291140637441083E+002, 0.0000000000000000E+000,-1.7151342441136290E+001, 0.0000000000000000E+000
 5.3373403582372063E+001, 3.3535498518292644E+002, 0.0000000000000000E+000,-1.7276930115298480E+001, 0.0000000000000000E+000
 5.3765165821319073E+001, 3.3781649992658606E+002, 0.0000000000000000E+000,-1.7403432890659026E+001, 0.0000000000000000E+000
 5.4159803605791815E+001, 3.4029608225564311E+002, 0.0000000000000000E+000,-1.7530857335850442E+001, 0.0000000000000000E+000
 5.4557338042372940E+001, 3.4279386478666754E+002, 0.0000000000000000E+000,-1.7659210064458232E+001, 0.0000000000000000E+000
 5.4957790392567972E+001, 3.4530998110963850E+002, 0.0000000000000000E+000,-1.7788497735279545E+001, 0.0000000000000000E+000
 5.5361182073942473E+001, 3.4784456579508924E+002, 0.0000000000000000E+000,-1.7918727052582163E+001, 0.0000000000000000E+000
 5.5767534661267518E+001, 3.5039775440130438E+002, 0.0000000000000000E+000,-1.8049904766363742E+001, 0.0000000000000000E+000
 5.6176869887673590E+001, 3.5296968348157003E+002, 0.0000000000000000E+000,-1.8182037672611486E+001, 0.0000000000000000E+000
 5.6589209645812950E+001, 3.5556049059147722E+002, 0.0000000000000000E+000,-1.8315132613561946E+001, 0.0000000000000000E+000
 5.7004575989030513E+001, 3.5817031429627878E+002, 0.0000000000000000E+000,-1.8449196477961152E+001, 0.0000000000000000E+000
 5.7422991132543359E+001, 3.6079929417830010E+002, 0.0000000000000000E+000,-1.8584236201324860E+001, 0.0000000000000000E+000
 5.7844477454628866E+001, 3.6344757084440494E+002, 0.0000000000000000E+000,-1.8720258766198988E+001, 0.0000000000000000E+000
 5.8269057497821571E+001, 3.6611528593351500E+002, 0.0000000000000000E+000,-1.8857271202420176E+001, 0.0000000000000000E+000
 5.8696753970118827E+001, 3.6880258212418568E+002, 0.0000000000000000E+000,-1.8995280587376396E+001, 0.0000000000000000E+000
 5.9127589746195326E+001, 3.7150960314223681E+002, 0.0000000000000000E+000,-1.9134294046267730E+001, 0.0000000000000000E+000
 5.9561587868626475E+001, 3.7423649376843974E+002, 0.0000000000000000E+000,-1.9274318752366984E+001, 0.0000000000000000E+000
 5.9998771549120832E+001, 3.7698339984626057E+002, 0.0000000000000000E+000,-1.9415361927280312E+001, 0.0000000000000000E+000
 6.0439164169761511E+001, 3.7975046828966043E+002, 0.0000000000000000E+000,-1.9557430841207907E+001, 0.0000000000000000E+000
 6.0882789284256766E+001, 3.8253784709095288E+002, 0.0000000000000000E+000,-1.9700532813204415E+001, 0.0000000000000000E+000
 6.1329670619199717E+001, 3.8534568532871924E+002, 0.0000000000000000E+000,-1.9844675211439228E+001, 0.0000000000000000E+000
 6.1779832075337310E+001, 3.8817413317578149E+002, 0.0000000000000000E+000,-1.9989865453456609E+001, 0.0000000000000000E+000
 6.2233297728848640E+001, 3.9102334190723451E+002, 0.0000000000000000E+000,-2.0136111006435563E+001, 0.0000000000000000E+000
 6.2690091832632604E+001, 3.9389346390853615E+002, 0.0000000000000000E+000,-2.0283419387449332E+001, 0.0000000000000000E+000
 6.3150238817605043E+001, 3.9678465268365795E+002, 0.0000000000000000E+000,-2.0431798163724654E+001, 0.0000000000000000E+000
 6.3613763294005388E+001, 3.9969706286329472E+002, 0.0000000000000000E+000,-2.0581254952900526E+001, 0.0000000000000000E+000
 6.4080690052712896E+001, 4.0263085021313475E+002, 0.0000000000000000E+000,-2.0731797423286601E+001, 0.0000000000000000E+000
 6.4551044066572544E+001, 4.0558617164219061E+002, 0.0000000000000000E+000,-2.0883433294121037E+001, 0.0000000000000000E+000
 6.5024850491730703E+001, 4.0856318521119164E+002, 0.0000000000000000E+000,-2.1036170335827734E+001, 0.0000000000000000E+000
 6.5502134668980517E+001, 4.1156205014103699E+002, 0.0000000000000000E+000,-2.1190016370273138E+001, 0.0000000000000000E+000
 6.5982922125117256E+001, 4.1458292682131156E+002, 0.0000000000000000E+000,-2.1344979271022154E+001, 0.0000000000000000E+000
 6.6467238574303551E+001, 4.1762597681886427E+002, 0.0000000000000000E+000,-2.1501066963593541E+001, 0.0000000000000000E+000
 6.6955109919444709E+001, 4.2069136288644916E+002, 0.0000000000000000E+000,-2.1658287425714317E+001, 0.0000000000000000E+000
 6.7446562253574058E+001, 4.2377924897142981E+002, 0.0000000000000000E+000,-2.1816648687573515E+001, 0.0000000000000000E+000
 6.7941621861248507E+001, 4.2688980022454797E+002, 0.0000000000000000E+000,-2.1976158832074866E+001, 0.0000000000000000E+000
 6.8440315219954314E+001, 4.3002318300875635E+002, 0.0000000000000000E+000,-2.2136825995088646E+001, 0.0000000000000000E+000
 6.8942669001523228E+001, 4.3317956490811628E+002, 0.0000000000000000E+000,-2.2298658365702348E+001, 0.0000000000000000E+000
 6.9448710073558956E+001, 4.3635911473676055E+002, 0.0000000000000000E+000,-2.2461664186470383E+001, 0.0000000000000000E+000
 6.9958465500874155E+001, 4.3956200254792248E+002, 0.0000000000000000E+000,-2.2625851753662456E+001, 0.0000000000000000E+000
 7.0471962546937959E+001, 4.4278839964303069E+002, 0.0000000000000000E+000,-2.2791229417510852E+001, 0.0000000000000000E+000
 7.0989228675334090E+001, 4.4603847858087090E+002, 0.0000000000000000E+000,-2.2957805582456263E+001, 0.0000000000000000E+000
 7.1510291551229741E+001, 4.4931241318681521E+002, 0.0000000000000000E+000,-2.3125588707392311E+001, 0.0000000000000000E+000
 7.2035179042855177E+001, 4.5261037856211851E+002, 0.0000000000000000E+000,-2.3294587305908486E+001, 0.0000000000000000E+000
 7.2563919222994230E+001, 4.5593255109328368E+002, 0.0000000000000000E+000,-2.3464809946531787E+001, 0.0000000000000000E+000
 7.3096540370485727E+001, 4.5927910846149541E+002, 0.0000000000000000E+000,-2.3636265252966307E+001, 0.0000000000000000E+000
 7.3633070971735961E+001, 4.6265022965212307E+002, 0.0000000000000000E+000,-2.3808961904331589E+001, 0.0000000000000000E+000
 7.4173539722242225E+001, 4.6604609496429373E+002, 0.0000000000000000E+000,-2.3982908635398818E+001, 0.0000000000000000E+000
 7.4717975528127525E+001, 4.6946688602053473E+002, 0.0000000000000000E+000,-2.4158114236825242E+001, 0.0000000000000000E+000
 7.5266407507686623E+001, 4.7291278577648791E+002, 0.0000000000000000E+000,-2.4334587555386786E+001, 0.0000000000000000E+000
 7.5818864992943332E+001, 4.7638397853069421E+002, 0.0000000000000000E+000,-2.4512337494208289E+001, 0.0000000000000000E+000
 7.6375377531219357E+001, 4.7988064993445136E+002, 0.0000000000000000E+000,-2.4691373012991853E+001, 0.0000000000000000E+000
 7.6935974886714504E+001, 4.8340298700174219E+002, 0.0000000000000000E+000,-2.4871703128242807E+001, 0.0000000000000000E+000
 7.7500687042098662E+001, 4.8695117811923768E+002, 0.0000000000000000E+000,-2.5053336913493418E+001, 0.0000000000000000E+000
 7.8069544200115317E+001, 4.9052541305637186E+002, 0.0000000000000000E+000,-2.5236283499524014E+001, 0.0000000000000000E+000
 7.8642576785196908E+001, 4.9412588297549161E+002, 0.0000000000000000E+000,-2.5420552074581764E+001, 0.0000000000000000E+000
 7.9219815445092038E+001, 4.9775278044208073E+002, 0.0000000000000000E+000,-2.5606151884596589E+001, 0.0000000000000000E+000
 7.9801291052504638E+001, 5.0140629943505894E+002, 0.0000000000000000E+000,-2.5793092233394507E+001, 0.0000000000000000E+000
 8.0387034706745126E+001, 5.0508663535715641E+002, 0.0000000000000000E+000,-2.5981382482907950E+001, 0.0000000000000000E+000
 8.0977077735393692E+001, 5.0879398504536482E+002, 0.0000000000000000E+000,-2.6171032053383289E+001, 0.0000000000000000E+000
 8.1571451695975838E+001, 5.1252854678146468E+002, 0.0000000000000000E+000,-2.6362050423585099E+001, 0.0000000000000000E+000
 8.2170188377650149E+001, 5.1629052030263017E+002, 0.0000000000000000E+000,-2.6554447130997318E+001, 0.0000000000000000E+000
 8.2773319802908503E+001, 5.2008010681211181E+002, 0.0000000000000000E+000,-2.6748231772021025E+001, 0.0000000000000000E+000
 8.3380878229288754E+001, 5.2389750898999739E+002, 0.0000000000000000E+000,-2.6943414002168829E+001, 0.0000000000000000E+000
 8.3992896151099956E+001, 5.2774293100405202E+002, 0.0000000000000000E+000,-2.7140003536255698E+001, 0.0000000000000000E+000
 8.4609406301160277E+001, 5.3161657852063820E+002, 0.0000000000000000E+000,-2.7338010148586029E+001, 0.0000000000000000E+000
 8.5230441652547668E+001, 5.3551865871571454E+002, 0.0000000000000000E+000,-2.7537443673136952E+001, 0.0000000000000000E+000
 8.5856035420363369E+001, 5.3944938028591730E+002, 0.0000000000000000E+000,-2.7738314003737571E+001, 0.0000000000000000E+000
 8.6486221063508367E+001, 5.4340895345972137E+002, 0.0000000000000000E+000,-2.7940631094244342E+001, 0.0000000000000000E+000
 8.7121032286472911E+001, 5.4739759000868492E+002, 0.0000000000000000E+000,-2.8144404958711981E+001, 0.0000000000000000E+000
 8.7760503041139103E+001, 5.5141550325877461E+002, 0.0000000000000000E+000,-2.8349645671560129E+001, 0.0000000000000000E+000
 8.8404667528596818E+001, 5.5546290810177584E+002, 0.0000000000000000E+000,-2.8556363367735454E+001, 0.0000000000000000E+000
 8.9053560200972825E+001, 5.5954002100678520E+002, 0.0000000000000000E+000,-2.8764568242869160E+001, 0.0000000000000000E+000
 8.9707215763273481E+001, 5.6364706003178890E+002, 0.0000000000000000E+000,-2.8974270553429605E+001, 0.0000000000000000E+000
 9.0365669175240811E+001, 5.6778424483532433E+002, 0.0000000000000000E+000,-2.9185480616869967E+001, 0.0000000000000000E+000
 9.1028955653222312E+001, 5.7195179668822857E+002, 0.0000000000000000E+000,-2.9398208811770864E+001, 0.0000000000000000E+000
 9.1697110672054436E+001, 5.7614993848547283E+002, 0.0000000000000000E+000,-2.9612465577977616E+001, 0.0000000000000000E+000
 9.2370169966959892E+001, 5.8037889475808345E+002, 0.0000000000000000E+000,-2.9828261416732047E+001, 0.0000000000000000E+000
 9.3048169535458896E+001, 5.8463889168515050E+002, 0.0000000000000000E+000,-3.0045606890798794E+001, 0.0000000000000000E+000
 9.3731145639294468E+001, 5.8893015710592499E+002, 0.0000000000000000E+000,-3.0264512624585649E+001, 0.0000000000000000E+000
 9.4419134806371787E+001, 5.9325292053200383E+002, 0.0000000000000000E+000,-3.0484989304258157E+001, 0.0000000000000000E+000
 9.5112173832711875E+001, 5.9760741315960593E+002, 0.0000000000000000E+000,-3.0707047677847893E+001, 0.0000000000000000E+000
 9.5810299784419527E+001, 6.0199386788193624E+002, 0.0000000000000000E+000,-3.0930698555354589E+001, 0.0000000000000000E+000
 9.6513549999665770E+001, 6.0641251930164231E+002, 0.0000000000000000E+000,-3.1155952808841587E+001, 0.0000000000000000E+000
 9.7221962090684841E+001, 6.1086360374336175E+002, 0.0000000000000000E+000,-3.1382821372524788E+001, 0.0000000000000000E+000
 9.7935573945785777E+001, 6.1534735926636108E+002, 0.0000000000000000E+000,-3.1611315242854587E+001, 0.0000000000000000E+000
 9.8654423731378856E+001, 6.1986402567726873E+002, 0.0000000000000000E+000,-3.1841445478590760E+001, 0.0000000000000000E+000
 9.9378549894016842E+001, 6.2441384454290005E+002, 0.0000000000000000E+000,-3.2073223200870203E+001, 0.0000000000000000E+000
 1.0010799116245124E+002, 6.2899705920317751E+002, 0.0000000000000000E+000,-3.2306659593267028E+001, 0.0000000000000000E+000
 1.0084278654970366E+002, 6.3361391478414521E+002, 0.0000000000000000E+000,-3.2541765901844940E+001, 0.0000000000000000E+000
 1.0158297535515236E+002, 6.3826465821107934E+002, 0.0000000000000000E+000,-3.2778553435201971E+001, 0.0000000000000000E+000
 1.0232859716663407E+002, 6.4294953822169384E+002, 0.0000000000000000E+000,-3.3017033564506868E+001, 0.0000000000000000E+000
 1.0307969186256138E+002, 6.4766880537944485E+002, 0.0000000000000000E+000,-3.3257217723527212E+001, 0.0000000000000000E+000
 1.0383629961405545E+002, 6.5242271208693057E+002, 0.0000000000000000E+000,-3.3499117408648999E+001, 0.0000000000000000E+000
 1.0459846088709463E+002, 6.5721151259939165E+002, 0.0000000000000000E+000,-3.3742744178887428E+001, 0.0000000000000000E+000
 1.0536621644467861E+002, 6.6203546303830876E+002, 0.0000000000000000E+000,-3.3988109655888671E+001, 0.0000000000000000E+000
 1.0613960734900864E+002, 6.6689482140510154E+002, 0.0000000000000000E+000,-3.4235225523922331E+001, 0.0000000000000000E+000
 1.0691867496368363E+002, 6.7178984759492687E+002, 0.0000000000000000E+000,-3.4484103529864491E+001, 0.0000000000000000E+000
 1.0770346095591242E+002, 6.7672080341057915E+002, 0.0000000000000000E+000,-3.4734755483170964E+001, 0.0000000000000000E+000
 1.0849400729874235E+002, 6.8168795257649265E+002, 0.0000000000000000E+000,-3.4987193255840495E+001, 0.0000000000000000E+000
 1.0929035627330401E+002, 6.8669156075284604E+002, 0.0000000000000000E+000,-3.5241428782367898E+001, 0.0000000000000000E+000
 1.1009255047107270E+002, 6.9173189554977102E+002, 0.0000000000000000E+000,-3.5497474059686347E+001, 0.0000000000000000E+000
 1.1090063279614628E+002, 6.9680922654166488E+002, 0.0000000000000000E+000,-3.5755341147099315E+001, 0.0000000000000000E+000
 1.1171464646753986E+002, 7.0192382528160829E+002, 0.0000000000000000E+000,-3.6015042166201006E+001, 0.0000000000000000E+000
 1.1253463502149731E+002, 7.0707596531588922E+002, 0.0000000000000000E+000,-3.6276589300785915E+001, 0.0000000000000000E+000
 1.1336064231381971E+002, 7.1226592219863255E+002, 0.0000000000000000E+000,-3.6539994796746306E+001, 0.0000000000000000E+000
 1.1419271252221093E+002, 7.1749397350653805E+002, 0.0000000000000000E+000,-3.6805270961958321E+001, 0.0000000000000000E+000
 1.1503089014864037E+002, 7.2276039885372620E+002, 0.0000000000000000E+000,-3.7072430166155378E+001, 0.0000000000000000E+000
 1.1587522002172311E+002, 7.2806547990669242E+002, 0.0000000000000000E+000,-3.7341484840789562E+001, 0.0000000000000000E+000
 1.1672574729911750E+002, 7.3340950039937240E+002, 0.0000000000000000E+000,-3.7612447478879915E+001, 0.0000000000000000E+000
 1.1758251746994033E+002, 7.3879274614831604E+002, 0.0000000000000000E+000,-3.7885330634847790E+001, 0.0000000000000000E+000
 1.1844557635719974E+002, 7.4421550506797519E+002, 0.0000000000000000E+000,-3.8160146924338761E+001, 0.0000000000000000E+000
 1.1931497012024600E+002, 7.4967806718610098E+002, 0.0000000000000000E+000,-3.8436909024030960E+001, 0.0000000000000000E+000
 1.2019074525724028E+002, 7.5518072465925661E+002, 0.0000000000000000E+000,-3.8715629671428999E+001, 0.0000000000000000E+000
 1.2107294860764151E+002, 7.6072377178844226E+002, 0.0000000000000000E+000,-3.8996321664644199E+001, 0.0000000000000000E+000
 1.2196162735471154E+002, 7.6630750503483546E+002, 0.0000000000000000E+000,-3.9278997862159365E+001, 0.0000000000000000E+000
 1.2285682902803865E+002, 7.7193222303564687E+002, 0.0000000000000000E+000,-3.9563671182579064E+001, 0.0000000000000000E+000
 1.2375860150607957E+002, 7.7759822662009253E+002, 0.0000000000000000E+000,-3.9850354604364504E+001, 0.0000000000000000E+000
 1.2466699301872025E+002, 7.8330581882548313E+002, 0.0000000000000000E+000,-4.0139061165552285E+001, 0.0000000000000000E+000
 1.2558205214985527E+002, 7.8905530491343120E+002, 0.0000000000000000E+000,-4.0429803963457530E+001, 0.0000000000000000E+000
 1.2650382783998637E+002, 7.9484699238617827E+002, 0.0000000000000000E+000,-4.0722596154360410E+001, 0.0000000000000000E+000
 1.2743236938883989E+002, 8.0068119100304045E+002, 0.0000000000000000E+000,-4.1017450953175732E+001, 0.0000000000000000E+000
 1.2836772645800349E+002, 8.0655821279697579E+002, 0.0000000000000000E+000,-4.1314381633105661E+001, 0.0000000000000000E+000
 1.2930994907358226E+002, 8.1247837209127260E+002, 0.0000000000000000E+000,-4.1613401525274547E+001, 0.0000000000000000E+000
 1.3025908762887425E+002, 8.1844198551636089E+002, 0.0000000000000000E+000,-4.1914524018346043E+001, 0.0000000000000000E+000
 1.3121519288706574E+002, 8.2444937202674680E+002, 0.0000000000000000E+000,-4.2217762558121983E+001, 0.0000000000000000E+000
 1.3217831598394611E+002, 8.3050085291807079E+002, 0.0000000000000000E+000,-4.2523130647122095E+001, 0.0000000000000000E+000
 1.3314850843064286E+002, 8.3659675184429250E+002, 0.0000000000000000E+000,-4.2830641844145148E+001, 0.0000000000000000E+000
 1.3412582211637661E+002, 8.4273739483500037E+002, 0.0000000000000000E+000,-4.3140309763810400E+001, 0.0000000000000000E+000
 1.3511030931123622E+002, 8.4892311031284862E+002, 0.0000000000000000E+000,-4.3452148076078579E+001, 0.0000000000000000E+000
 1.3610202266897446E+002, 8.5515422911112330E+002, 0.0000000000000000E+000,-4.3766170505753550E+001, 0.0000000000000000E+000
 1.3710101522982407E+002, 8.6143108449143529E+002, 0.0000000000000000E+000,-4.4082390831962215E+001, 0.0000000000000000E+000
 1.3810734042333456E+002, 8.6775401216154501E+002, 0.0000000000000000E+000,-4.4400822887613657E+001, 0.0000000000000000E+000
 1.3912105207122977E+002, 8.7412335029331700E+002, 0.0000000000000000E+000,-4.4721480558836767E+001, 0.0000000000000000E+000
 1.4014220439028645E+002, 8.8053943954080637E+002, 0.0000000000000000E+000,-4.5044377784395309E+001, 0.0000000000000000E+000
 1.4117085199523405E+002, 8.8700262305847855E+002, 0.0000000000000000E+000,-4.5369528555080869E+001, 0.0000000000000000E+000
 1.4220704990167550E+002, 8.9351324651956179E+002, 0.0000000000000000E+000,-4.5696946913082719E+001, 0.0000000000000000E+000
 1.4325085352902988E+002, 9.0007165813453548E+002, 0.0000000000000000E+000,-4.6026646951334065E+001, 0.0000000000000000E+000
 1.4430231870349624E+002, 9.0667820866975353E+002, 0.0000000000000000E+000,-4.6358642812834432E+001, 0.0000000000000000E+000
 1.4536150166103948E+002, 9.1333325146620427E+002, 0.0000000000000000E+000,-4.6692948689947855E+001, 0.0000000000000000E+000
 1.4642845905039803E+002, 9.2003714245840865E+002, 0.0000000000000000E+000,-4.7029578823675912E+001, 0.0000000000000000E+000
 1.4750324793611358E+002, 9.2679024019345650E+002, 0.0000000000000000E+000,-4.7368547502905592E+001, 0.0000000000000000E+000
 1.4858592580158313E+002, 9.3359290585018334E+002, 0.0000000000000000E+000,-4.7709869063631139E+001, 0.0000000000000000E+000
 1.4967655055213336E+002, 9.4044550325848695E+002, 0.0000000000000000E+000,-4.8053557888149911E+001, 0.0000000000000000E+000
 1.5077518051811768E+002, 9.4734839891878676E+002, 0.0000000000000000E+000,-4.8399628404230846E+001, 0.0000000000000000E+000
 1.5188187445803584E+002, 9.5430196202162529E+002, 0.0000000000000000E+000,-4.8748095084256128E+001, 0.0000000000000000E+000
 1.5299669156167658E+002, 9.6130656446741330E+002, 0.0000000000000000E+000,-4.9098972444334684E+001, 0.0000000000000000E+000
 1.5411969145328334E+002, 9.6836258088632110E+002, 0.0000000000000000E+000,-4.9452275043387218E+001, 0.0000000000000000E+000
 1.5525093419474308E+002, 9.7547038865831450E+002, 0.0000000000000000E+000,-4.9808017482202729E+001, 0.0000000000000000E+000
 1.5639048028879870E+002, 9.8263036793333868E+002, 0.0000000000000000E+000,-5.0166214402465108E+001, 0.0000000000000000E+000
 1.5753839068228487E+002, 9.8984290165164975E+002, 0.0000000000000000E+000,-5.0526880485750219E+001, 0.0000000000000000E+000
 1.5869472676938770E+002, 9.9710837556429578E+002, 0.0000000000000000E+000,-5.0890030452492070E+001, 0.0000000000000000E+000
 1.5985955039492828E+002, 1.0044271782537480E+003, 0.0000000000000000E+000,-5.1255679060918347E+001, 0.0000000000000000E+000
 1.6103292385767037E+002, 1.0117997011546835E+003, 0.0000000000000000E+000,-5.1623841105953780E+001, 0.0000000000000000E+000
 1.6221490991365238E+002, 1.0192263385749209E+003, 0.0000000000000000E+000,-5.1994531418092173E+001, 0.0000000000000000E+000
 1.6340557177954372E+002, 1.0267074877165082E+003, 0.0000000000000000E+000,-5.2367764862234651E+001, 0.0000000000000000E+000
 1.6460497313602593E+002, 1.0342435486969687E+003, 0.0000000000000000E+000,-5.2743556336495836E+001, 0.0000000000000000E+000
 1.6581317813119847E+002, 1.0418349245706977E+003, 0.0000000000000000E+000,-5.3121920770974938E+001, 0.0000000000000000E+000
 1.6703025138400957E+002, 1.0494820213505218E+003, 0.0000000000000000E+000,-5.3502873126493547E+001, 0.0000000000000000E+000
 1.6825625798771233E+002, 1.0571852480294119E+003, 0.0000000000000000E+000,-5.3886428393297528E+001, 0.0000000000000000E+000
 1.6949126351334610E+002, 1.0649450166023596E+003, 0.0000000000000000E+000,-5.4272601589723962E+001, 0.0000000000000000E+000
 1.7073533401324346E+002, 1.0727617420884103E+003, 0.0000000000000000E+000,-5.4661407760831530E+001, 0.0000000000000000E+000
 1.7198853602456290E+002, 1.0806358425528606E+003, 0.0000000000000000E+000,-5.5052861976994379E+001, 0.0000000000000000E+000
 1.7325093657284748E+002, 1.0885677391296176E+003, 0.0000000000000000E+000,-5.5446979332458412E+001, 0.0000000000000000E+000
 1.7452260317560956E+002, 1.0965578560437234E+003, 0.0000000000000000E+000,-5.5843774943859998E+001, 0.0000000000000000E+000
 1.7580360384594189E+002, 1.1046066206340427E+003, 0.0000000000000000E+000,-5.6243263948705639E+001, 0.0000000000000000E+000
 1.7709400709615520E+002, 1.1127144633761197E+003, 0.0000000000000000E+000,-5.6645461503812967E+001, 0.0000000000000000E+000
 1.7839388194144240E+002, 1.1208818179052007E+003, 0.0000000000000000E+000,-5.7050382783711697E+001, 0.0000000000000000E+000
 1.7970329790356982E+002, 1.1291091210394261E+003, 0.0000000000000000E+000,-5.7458042979004382E+001, 0.0000000000000000E+000
 1.8102232501459548E+002, 1.1373968128031941E+003, 0.0000000000000000E+000,-5.7868457294686110E+001, 0.0000000000000000E+000
 1.8235103382061462E+002, 1.1457453364506937E+003, 0.0000000000000000E+000,-5.8281640948422712E+001, 0.0000000000000000E+000
 1.8368949538553269E+002, 1.1541551384896115E+003, 0.0000000000000000E+000,-5.8697609168786670E+001, 0.0000000000000000E+000
 1.8503778129486619E+002, 1.1626266687050129E+003, 0.0000000000000000E+000,-5.9116377193450433E+001, 0.0000000000000000E+000
 1.8639596365957124E+002, 1.1711603801833980E+003, 0.0000000000000000E+000,-5.9537960267336139E+001, 0.0000000000000000E+000
 1.8776411511990037E+002, 1.1797567293369343E+003, 0.0000000000000000E+000,-5.9962373640721310E+001, 0.0000000000000000E+000
 1.8914230884928753E+002, 1.1884161759278668E+003, 0.0000000000000000E+000,-6.0389632567300190E+001, 0.0000000000000000E+000
 1.9053061855826169E+002, 1.1971391830931082E+003, 0.0000000000000000E+000,-6.0819752302199468E+001, 0.0000000000000000E+000
 1.9192911849838910E+002, 1.2059262173690081E+003, 0.0000000000000000E+000,-6.1252748099948406E+001, 0.0000000000000000E+000
 1.9333788346624451E+002, 1.2147777487163066E+003, 0.0000000000000000E+000,-6.1688635212402453E+001, 0.0000000000000000E+000
 1.9475698880741160E+002, 1.2236942505452678E+003, 0.0000000000000000E+000,-6.2127428886619562E+001, 0.0000000000000000E+000
 1.9618651042051269E+002, 1.2326761997410001E+003, 0.0000000000000000E+000,-6.2569144362689237E+001, 0.0000000000000000E+000
 1.9762652476126806E+002, 1.2417240766889622E+003, 0.0000000000000000E+000,-6.3013796871512959E+001, 0.0000000000000000E+000
 1.9907710884658505E+002, 1.2508383653006545E+003, 0.0000000000000000E+000,-6.3461401632535754E+001, 0.0000000000000000E+000
 2.0053834025867721E+002, 1.2600195530395010E+003, 0.0000000000000000E+000,-6.3911973851428520E+001, 0.0000000000000000E+000
 2.0201029714921367E+002, 1.2692681309469217E+003, 0.0000000000000000E+000,-6.4365528717719954E+001, 0.0000000000000000E+000
 2.0349305824349892E+002, 1.2785845936685921E+003, 0.0000000000000000E+000,-6.4822081402378004E+001, 0.0000000000000000E+000
 2.0498670284468332E+002, 1.2879694394809021E+003, 0.0000000000000000E+000,-6.5281647055340045E+001, 0.0000000000000000E+000
 2.0649131083800458E+002, 1.2974231703176033E+003, 0.0000000000000000E+000,-6.5744240802991129E+001, 0.0000000000000000E+000
 2.0800696269506017E+002, 1.3069462917966544E+003, 0.0000000000000000E+000,-6.6209877745589978E+001, 0.0000000000000000E+000
 2.0953373947811130E+002, 1.3165393132472641E+003, 0.0000000000000000E+000,-6.6678572954641794E+001, 0.0000000000000000E+000
