
Label=phase_vs_2_pi_freq
LabelX=2*PI*F
LabelY=ph(v(V_out))
Data Point Count=1001
F,2*PI*F,2*PI*F,ph(v(V_out)),ph(v(V_out))
 3.0103309179676023E+002, 1.8914466993522476E+003, 0.0000000000000000E+000,-6.2195031215644683E+001, 0.0000000000000000E+000
 3.0263229345279984E+002, 1.9014947797006928E+003, 0.0000000000000000E+000,-6.2524609742898200E+001, 0.0000000000000000E+000
 3.0423999067296967E+002, 1.9115962392528575E+003, 0.0000000000000000E+000,-6.2855928735088185E+001, 0.0000000000000000E+000
 3.0585622858892003E+002, 1.9217513615792632E+003, 0.0000000000000000E+000,-6.3188997345144280E+001, 0.0000000000000000E+000
 3.0748105257205759E+002, 1.9319604317568662E+003, 0.0000000000000000E+000,-6.3523824774990075E+001, 0.0000000000000000E+000
 3.0911450823481914E+002, 1.9422237363770589E+003, 0.0000000000000000E+000,-6.3860420275856036E+001, 0.0000000000000000E+000
 3.1075664143195195E+002, 1.9525415635537156E+003, 0.0000000000000000E+000,-6.4198793148595669E+001, 0.0000000000000000E+000
 3.1240749826180109E+002, 1.9629142029312807E+003, 0.0000000000000000E+000,-6.4538952744004774E+001, 0.0000000000000000E+000
 3.1406712506760346E+002, 1.9733419456928996E+003, 0.0000000000000000E+000,-6.4880908463145914E+001, 0.0000000000000000E+000
 3.1573556843878873E+002, 1.9838250845685920E+003, 0.0000000000000000E+000,-6.5224669757674533E+001, 0.0000000000000000E+000
 3.1741287521228730E+002, 1.9943639138434710E+003, 0.0000000000000000E+000,-6.5570246130171796E+001, 0.0000000000000000E+000
 3.1909909247384502E+002, 2.0049587293660031E+003, 0.0000000000000000E+000,-6.5917647134479125E+001, 0.0000000000000000E+000
 3.2079426755934503E+002, 2.0156098285563137E+003, 0.0000000000000000E+000,-6.6266882376037927E+001, 0.0000000000000000E+000
 3.2249844805613662E+002, 2.0263175104145366E+003, 0.0000000000000000E+000,-6.6617961512232768E+001, 0.0000000000000000E+000
 3.2421168180437110E+002, 2.0370820755292077E+003, 0.0000000000000000E+000,-6.6970894252740081E+001, 0.0000000000000000E+000
 3.2593401689834468E+002, 2.0479038260857023E+003, 0.0000000000000000E+000,-6.7325690359880412E+001, 0.0000000000000000E+000
 3.2766550168784875E+002, 2.0587830658747193E+003, 0.0000000000000000E+000,-6.7682359648974611E+001, 0.0000000000000000E+000
 3.2940618477952700E+002, 2.0697201003008076E+003, 0.0000000000000000E+000,-6.8040911988705858E+001, 0.0000000000000000E+000
 3.3115611503824010E+002, 2.0807152363909431E+003, 0.0000000000000000E+000,-6.8401357301484680E+001, 0.0000000000000000E+000
 3.3291534158843723E+002, 2.0917687828031417E+003, 0.0000000000000000E+000,-6.8763705563821389E+001, 0.0000000000000000E+000
 3.3468391381553533E+002, 2.1028810498351304E+003, 0.0000000000000000E+000,-6.9127966806700243E+001, 0.0000000000000000E+000
 3.3646188136730530E+002, 2.1140523494330537E+003, 0.0000000000000000E+000,-6.9494151115960449E+001, 0.0000000000000000E+000
 3.3824929415526572E+002, 2.1252829952002317E+003, 0.0000000000000000E+000,-6.9862268632683097E+001, 0.0000000000000000E+000
 3.4004620235608417E+002, 2.1365733024059646E+003, 0.0000000000000000E+000,-7.0232329553579518E+001, 0.0000000000000000E+000
 3.4185265641298554E+002, 2.1479235879943822E+003, 0.0000000000000000E+000,-7.0604344131389922E+001, 0.0000000000000000E+000
 3.4366870703716836E+002, 2.1593341705933417E+003, 0.0000000000000000E+000,-7.0978322675284431E+001, 0.0000000000000000E+000
 3.4549440520922809E+002, 2.1708053705233724E+003, 0.0000000000000000E+000,-7.1354275551270248E+001, 0.0000000000000000E+000
 3.4732980218058844E+002, 2.1823375098066654E+003, 0.0000000000000000E+000,-7.1732213182603587E+001, 0.0000000000000000E+000
 3.4917494947494009E+002, 2.1939309121761180E+003, 0.0000000000000000E+000,-7.2112146050209986E+001, 0.0000000000000000E+000
 3.5102989888968705E+002, 2.2055859030844176E+003, 0.0000000000000000E+000,-7.2494084693107396E+001, 0.0000000000000000E+000
 3.5289470249740071E+002, 2.2173028097131796E+003, 0.0000000000000000E+000,-7.2878039708839069E+001, 0.0000000000000000E+000
 3.5476941264728174E+002, 2.2290819609821324E+003, 0.0000000000000000E+000,-7.3264021753907528E+001, 0.0000000000000000E+000
 3.5665408196662941E+002, 2.2409236875583497E+003, 0.0000000000000000E+000,-7.3652041544220879E+001, 0.0000000000000000E+000
 3.5854876336231928E+002, 2.2528283218655347E+003, 0.0000000000000000E+000,-7.4042109855539863E+001, 0.0000000000000000E+000
 3.6045351002228813E+002, 2.2647961980933505E+003, 0.0000000000000000E+000,-7.4434237523935877E+001, 0.0000000000000000E+000
 3.6236837541702721E+002, 2.2768276522068018E+003, 0.0000000000000000E+000,-7.4828435446255043E+001, 0.0000000000000000E+000
 3.6429341330108326E+002, 2.2889230219556666E+003, 0.0000000000000000E+000,-7.5224714580584475E+001, 0.0000000000000000E+000
 3.6622867771456754E+002, 2.3010826468839787E+003, 0.0000000000000000E+000,-7.5623085946733937E+001, 0.0000000000000000E+000
 3.6817422298467272E+002, 2.3133068683395563E+003, 0.0000000000000000E+000,-7.6023560626718123E+001, 0.0000000000000000E+000
 3.7013010372719816E+002, 2.3255960294835877E+003, 0.0000000000000000E+000,-7.6426149765248240E+001, 0.0000000000000000E+000
 3.7209637484808303E+002, 2.3379504753002630E+003, 0.0000000000000000E+000,-7.6830864570231924E+001, 0.0000000000000000E+000
 3.7407309154494749E+002, 2.3503705526064582E+003, 0.0000000000000000E+000,-7.7237716313280885E+001, 0.0000000000000000E+000
 3.7606030930864245E+002, 2.3628566100614730E+003, 0.0000000000000000E+000,-7.7646716330225289E+001, 0.0000000000000000E+000
 3.7805808392480714E+002, 2.3754089981768152E+003, 0.0000000000000000E+000,-7.8057876021638279E+001, 0.0000000000000000E+000
 3.8006647147543526E+002, 2.3880280693260443E+003, 0.0000000000000000E+000,-7.8471206853365032E+001, 0.0000000000000000E+000
 3.8208552834044929E+002, 2.4007141777546603E+003, 0.0000000000000000E+000,-7.8886720357065855E+001, 0.0000000000000000E+000
 3.8411531119928310E+002, 2.4134676795900500E+003, 0.0000000000000000E+000,-7.9304428130762901E+001, 0.0000000000000000E+000
 3.8615587703247326E+002, 2.4262889328514830E+003, 0.0000000000000000E+000,-7.9724341839398619E+001, 0.0000000000000000E+000
 3.8820728312325838E+002, 2.4391782974601629E+003, 0.0000000000000000E+000,-8.0146473215401713E+001, 0.0000000000000000E+000
 3.9026958705918742E+002, 2.4521361352493309E+003, 0.0000000000000000E+000,-8.0570834059264570E+001, 0.0000000000000000E+000
 3.9234284673373611E+002, 2.4651628099744230E+003, 0.0000000000000000E+000,-8.0997436240127129E+001, 0.0000000000000000E+000
 3.9442712034793226E+002, 2.4782586873232822E+003, 0.0000000000000000E+000,-8.1426291696372530E+001, 0.0000000000000000E+000
 3.9652246641198957E+002, 2.4914241349264239E+003, 0.0000000000000000E+000,-8.1857412436233943E+001, 0.0000000000000000E+000
 3.9862894374695009E+002, 2.5046595223673544E+003, 0.0000000000000000E+000,-8.2290810538407712E+001, 0.0000000000000000E+000
 4.0074661148633550E+002, 2.5179652211929492E+003, 0.0000000000000000E+000,-8.2726498152680435E+001, 0.0000000000000000E+000
 4.0287552907780707E+002, 2.5313416049238795E+003, 0.0000000000000000E+000,-8.3164487500564348E+001, 0.0000000000000000E+000
 4.0501575628483465E+002, 2.5447890490651012E+003, 0.0000000000000000E+000,-8.3604790875946648E+001, 0.0000000000000000E+000
 4.0716735318837419E+002, 2.5583079311163938E+003, 0.0000000000000000E+000,-8.4047420645746271E+001, 0.0000000000000000E+000
 4.0933038018855439E+002, 2.5718986305829590E+003, 0.0000000000000000E+000,-8.4492389250582988E+001, 0.0000000000000000E+000
 4.1150489800637223E+002, 2.5855615289860721E+003, 0.0000000000000000E+000,-8.4939709205462734E+001, 0.0000000000000000E+000
 4.1369096768539771E+002, 2.5992970098737960E+003, 0.0000000000000000E+000,-8.5389393100466293E+001, 0.0000000000000000E+000
 4.1588865059348734E+002, 2.6131054588317443E+003, 0.0000000000000000E+000,-8.5841453601459079E+001, 0.0000000000000000E+000
 4.1809800842450682E+002, 2.6269872634939079E+003, 0.0000000000000000E+000,-8.6295903450806975E+001, 0.0000000000000000E+000
 4.2031910320006307E+002, 2.6409428135535363E+003, 0.0000000000000000E+000,-8.6752755468107594E+001, 0.0000000000000000E+000
 4.2255199727124523E+002, 2.6549725007740767E+003, 0.0000000000000000E+000,-8.7212022550936439E+001, 0.0000000000000000E+000
 4.2479675332037499E+002, 2.6690767190001711E+003, 0.0000000000000000E+000,-8.7673717675601395E+001, 0.0000000000000000E+000
 4.2705343436276627E+002, 2.6832558641687147E+003, 0.0000000000000000E+000,-8.8137853897915846E+001, 0.0000000000000000E+000
 4.2932210374849421E+002, 2.6975103343199689E+003, 0.0000000000000000E+000,-8.8604444353983737E+001, 0.0000000000000000E+000
 4.3160282516417345E+002, 2.7118405296087344E+003, 0.0000000000000000E+000,-8.9073502260998637E+001, 0.0000000000000000E+000
 4.3389566263474597E+002, 2.7262468523155867E+003, 0.0000000000000000E+000,-8.9545040918058419E+001, 0.0000000000000000E+000
 4.3620068052527864E+002, 2.7407297068581674E+003, 0.0000000000000000E+000,-9.0019073706993396E+001, 0.0000000000000000E+000
 4.3851794354276973E+002, 2.7552894998025381E+003, 0.0000000000000000E+000,-9.0495614093212325E+001, 0.0000000000000000E+000
 4.4084751673796563E+002, 2.7699266398745922E+003, 0.0000000000000000E+000,-9.0974675626562941E+001, 0.0000000000000000E+000
 4.4318946550718692E+002, 2.7846415379715309E+003, 0.0000000000000000E+000,-9.1456271942206413E+001, 0.0000000000000000E+000
 4.4554385559416414E+002, 2.7994346071733953E+003, 0.0000000000000000E+000,-9.1940416761511699E+001, 0.0000000000000000E+000
 4.4791075309188346E+002, 2.8143062627546656E+003, 0.0000000000000000E+000,-9.2427123892964900E+001, 0.0000000000000000E+000
 4.5029022444444189E+002, 2.8292569221959156E+003, 0.0000000000000000E+000,-9.2916407233096606E+001, 0.0000000000000000E+000
 4.5268233644891274E+002, 2.8442870051955347E+003, 0.0000000000000000E+000,-9.3408280767424927E+001, 0.0000000000000000E+000
 4.5508715625722050E+002, 2.8593969336815085E+003, 0.0000000000000000E+000,-9.3902758571421131E+001, 0.0000000000000000E+000
 4.5750475137802619E+002, 2.8745871318232635E+003, 0.0000000000000000E+000,-9.4399854811486293E+001, 0.0000000000000000E+000
 4.5993518967862235E+002, 2.8898580260435760E+003, 0.0000000000000000E+000,-9.4899583745955141E+001, 0.0000000000000000E+000
 4.6237853938683827E+002, 2.9052100450305397E+003, 0.0000000000000000E+000,-9.5401959726113233E+001, 0.0000000000000000E+000
 4.6483486909295522E+002, 2.9206436197496027E+003, 0.0000000000000000E+000,-9.5906997197237231E+001, 0.0000000000000000E+000
 4.6730424775163198E+002, 2.9361591834556634E+003, 0.0000000000000000E+000,-9.6414710699653142E+001, 0.0000000000000000E+000
 4.6978674468384065E+002, 2.9517571717052351E+003, 0.0000000000000000E+000,-9.6925114869815872E+001, 0.0000000000000000E+000
 4.7228242957881253E+002, 2.9674380223686726E+003, 0.0000000000000000E+000,-9.7438224441412586E+001, 0.0000000000000000E+000
 4.7479137249599438E+002, 2.9832021756424620E+003, 0.0000000000000000E+000,-9.7954054246482272E+001, 0.0000000000000000E+000
 4.7731364386701540E+002, 2.9990500740615807E+003, 0.0000000000000000E+000,-9.8472619216564709E+001, 0.0000000000000000E+000
 4.7984931449766412E+002, 3.0149821625119198E+003, 0.0000000000000000E+000,-9.8993934383864925E+001, 0.0000000000000000E+000
 4.8239845556987626E+002, 3.0309988882427710E+003, 0.0000000000000000E+000,-9.9518014882445641E+001, 0.0000000000000000E+000
 4.8496113864373291E+002, 3.0471007008793849E+003, 0.0000000000000000E+000,-1.0004487594944115E+002, 0.0000000000000000E+000
 4.8753743565946934E+002, 3.0632880524355905E+003, 0.0000000000000000E+000,-1.0057453292629864E+002, 0.0000000000000000E+000
 4.9012741893949465E+002, 3.0795613973264863E+003, 0.0000000000000000E+000,-1.0110700126003908E+002, 0.0000000000000000E+000
 4.9273116119042180E+002, 3.0959211923811945E+003, 0.0000000000000000E+000,-1.0164229650454854E+002, 0.0000000000000000E+000
 4.9534873550510889E+002, 3.1123678968556874E+003, 0.0000000000000000E+000,-1.0218043432189427E+002, 0.0000000000000000E+000
 4.9798021536471089E+002, 3.1289019724456775E+003, 0.0000000000000000E+000,-1.0272143048366547E+002, 0.0000000000000000E+000
 5.0062567464074249E+002, 3.1455238832995810E+003, 0.0000000000000000E+000,-1.0326530087234318E+002, 0.0000000000000000E+000
 5.0328518759715172E+002, 3.1622340960315455E+003, 0.0000000000000000E+000,-1.0381206148269897E+002, 0.0000000000000000E+000
 5.0595882889240494E+002, 3.1790330797345491E+003, 0.0000000000000000E+000,-1.0436172842321972E+002, 0.0000000000000000E+000
 5.0864667358158238E+002, 3.1959213059935696E+003, 0.0000000000000000E+000,-1.0491431791756438E+002, 0.0000000000000000E+000
 5.1134879711848538E+002, 3.2128992488988224E+003, 0.0000000000000000E+000,-1.0546984630604737E+002, 0.0000000000000000E+000
 5.1406527535775433E+002, 3.2299673850590702E+003, 0.0000000000000000E+000,-1.0602833004715761E+002, 0.0000000000000000E+000
 5.1679618455699813E+002, 3.2471261936150004E+003, 0.0000000000000000E+000,-1.0658978571910382E+002, 0.0000000000000000E+000
 5.1954160137893507E+002, 3.2643761562526784E+003, 0.0000000000000000E+000,-1.0715423002139318E+002, 0.0000000000000000E+000
 5.2230160289354467E+002, 3.2817177572170667E+003, 0.0000000000000000E+000,-1.0772167977644783E+002, 0.0000000000000000E+000
 5.2507626658023139E+002, 3.2991514833256215E+003, 0.0000000000000000E+000,-1.0829215193124696E+002, 0.0000000000000000E+000
 5.2786567032999960E+002, 3.3166778239819569E+003, 0.0000000000000000E+000,-1.0886566355901017E+002, 0.0000000000000000E+000
 5.3066989244764011E+002, 3.3342972711895836E+003, 0.0000000000000000E+000,-1.0944223186091143E+002, 0.0000000000000000E+000
 5.3348901165392851E+002, 3.3520103195657225E+003, 0.0000000000000000E+000,-1.1002187416783306E+002, 0.0000000000000000E+000
 5.3632310708783484E+002, 3.3698174663551877E+003, 0.0000000000000000E+000,-1.1060460794215358E+002, 0.0000000000000000E+000
 5.3917225830874520E+002, 3.3877192114443446E+003, 0.0000000000000000E+000,-1.1119045077957553E+002, 0.0000000000000000E+000
 5.4203654529869550E+002, 3.4057160573751457E+003, 0.0000000000000000E+000,-1.1177942041098825E+002, 0.0000000000000000E+000
 5.4491604846461621E+002, 3.4238085093592358E+003, 0.0000000000000000E+000,-1.1237153470437913E+002, 0.0000000000000000E+000
 5.4781084864058994E+002, 3.4419970752921349E+003, 0.0000000000000000E+000,-1.1296681166677331E+002, 0.0000000000000000E+000
 5.5072102709012051E+002, 3.4602822657674960E+003, 0.0000000000000000E+000,-1.1356526944622473E+002, 0.0000000000000000E+000
 5.5364666550841423E+002, 3.4786645940914391E+003, 0.0000000000000000E+000,-1.1416692633384631E+002, 0.0000000000000000E+000
 5.5658784602467335E+002, 3.4971445762969615E+003, 0.0000000000000000E+000,-1.1477180076587973E+002, 0.0000000000000000E+000
 5.5954465120440125E+002, 3.5157227311584202E+003, 0.0000000000000000E+000,-1.1537991132582131E+002, 0.0000000000000000E+000
 5.6251716405172078E+002, 3.5343995802061008E+003, 0.0000000000000000E+000,-1.1599127674657862E+002, 0.0000000000000000E+000
 5.6550546801170390E+002, 3.5531756477408535E+003, 0.0000000000000000E+000,-1.1660591591268533E+002, 0.0000000000000000E+000
 5.6850964697271434E+002, 3.5720514608488124E+003, 0.0000000000000000E+000,-1.1722384786255982E+002, 0.0000000000000000E+000
 5.7152978526876279E+002, 3.5910275494161942E+003, 0.0000000000000000E+000,-1.1784509179081118E+002, 0.0000000000000000E+000
 5.7456596768187387E+002, 3.6101044461441711E+003, 0.0000000000000000E+000,-1.1846966705060068E+002, 0.0000000000000000E+000
 5.7761827944446645E+002, 3.6292826865638240E+003, 0.0000000000000000E+000,-1.1909759315604882E+002, 0.0000000000000000E+000
 5.8068680624174624E+002, 3.6485628090511791E+003, 0.0000000000000000E+000,-1.1972888978469975E+002, 0.0000000000000000E+000
 5.8377163421411115E+002, 3.6679453548423189E+003, 0.0000000000000000E+000,-1.2036357678003608E+002, 0.0000000000000000E+000
 5.8687284995956963E+002, 3.6874308680485778E+003, 0.0000000000000000E+000,-1.2100167415405298E+002, 0.0000000000000000E+000
 5.8999054053617135E+002, 3.7070198956718141E+003, 0.0000000000000000E+000,-1.2164320208988573E+002, 0.0000000000000000E+000
 5.9312479346445127E+002, 3.7267129876197669E+003, 0.0000000000000000E+000,-1.2228818094449551E+002, 0.0000000000000000E+000
 5.9627569672988659E+002, 3.7465106967214942E+003, 0.0000000000000000E+000,-1.2293663125141936E+002, 0.0000000000000000E+000
 5.9944333878536668E+002, 3.7664135787428909E+003, 0.0000000000000000E+000,-1.2358857372357467E+002, 0.0000000000000000E+000
 6.0262780855367600E+002, 3.7864221924022895E+003, 0.0000000000000000E+000,-1.2424402925612949E+002, 0.0000000000000000E+000
 6.0582919542999059E+002, 3.8065370993861470E+003, 0.0000000000000000E+000,-1.2490301892943802E+002, 0.0000000000000000E+000
 6.0904758928438741E+002, 3.8267588643648101E+003, 0.0000000000000000E+000,-1.2556556401203989E+002, 0.0000000000000000E+000
 6.1228308046436734E+002, 3.8470880550083693E+003, 0.0000000000000000E+000,-1.2623168596372803E+002, 0.0000000000000000E+000
 6.1553575979739139E+002, 3.8675252420025927E+003, 0.0000000000000000E+000,-1.2690140643868200E+002, 0.0000000000000000E+000
 6.1880571859343024E+002, 3.8880709990649466E+003, 0.0000000000000000E+000,-1.2757474728867895E+002, 0.0000000000000000E+000
 6.2209304864752778E+002, 3.9087259029607021E+003, 0.0000000000000000E+000,-1.2825173056637192E+002, 0.0000000000000000E+000
 6.2539784224237792E+002, 3.9294905335191256E+003, 0.0000000000000000E+000,-1.2893237852864249E+002, 0.0000000000000000E+000
 6.2872019215091507E+002, 3.9503654736497556E+003, 0.0000000000000000E+000,-1.2961671364003345E+002, 0.0000000000000000E+000
 6.3206019163891858E+002, 3.9713513093587667E+003, 0.0000000000000000E+000,-1.3030475857625484E+002, 0.0000000000000000E+000
 6.3541793446763086E+002, 3.9924486297654194E+003, 0.0000000000000000E+000,-1.3099653622777447E+002, 0.0000000000000000E+000
 6.3879351489638964E+002, 4.0136580271185994E+003, 0.0000000000000000E+000,-1.3169206970348873E+002, 0.0000000000000000E+000
 6.4218702768527385E+002, 4.0349800968134427E+003, 0.0000000000000000E+000,-1.3239138233448000E+002, 0.0000000000000000E+000
 6.4559856809776375E+002, 4.0564154374080485E+003, 0.0000000000000000E+000,-1.3309449767785506E+002, 0.0000000000000000E+000
 6.4902823190341530E+002, 4.0779646506402842E+003, 0.0000000000000000E+000,-1.3380143952067996E+002, 0.0000000000000000E+000
 6.5247611538054855E+002, 4.0996283414446752E+003, 0.0000000000000000E+000,-1.3451223188400087E+002, 0.0000000000000000E+000
 6.5594231531895048E+002, 4.1214071179693892E+003, 0.0000000000000000E+000,-1.3522689902696169E+002, 0.0000000000000000E+000
 6.5942692902259182E+002, 4.1433015915933047E+003, 0.0000000000000000E+000,-1.3594546545101412E+002, 0.0000000000000000E+000
 6.6293005431235906E+002, 4.1653123769431795E+003, 0.0000000000000000E+000,-1.3666795590423234E+002, 0.0000000000000000E+000
 6.6645178952879996E+002, 4.1874400919108975E+003, 0.0000000000000000E+000,-1.3739439538572168E+002, 0.0000000000000000E+000
 6.6999223353488480E+002, 4.2096853576708227E+003, 0.0000000000000000E+000,-1.3812480915013720E+002, 0.0000000000000000E+000
 6.7355148571878101E+002, 4.2320487986972257E+003, 0.0000000000000000E+000,-1.3885922271230902E+002, 0.0000000000000000E+000
 6.7712964599664383E+002, 4.2545310427818267E+003, 0.0000000000000000E+000,-1.3959766185197248E+002, 0.0000000000000000E+000
 6.8072681481542088E+002, 4.2771327210514119E+003, 0.0000000000000000E+000,-1.4034015261861532E+002, 0.0000000000000000E+000
 6.8434309315567180E+002, 4.2998544679855477E+003, 0.0000000000000000E+000,-1.4108672133644191E+002, 0.0000000000000000E+000
 6.8797858253440324E+002, 4.3226969214344008E+003, 0.0000000000000000E+000,-1.4183739460945117E+002, 0.0000000000000000E+000
 6.9163338500791872E+002, 4.3456607226366368E+003, 0.0000000000000000E+000,-1.4259219932664377E+002, 0.0000000000000000E+000
 6.9530760317468321E+002, 4.3687465162374237E+003, 0.0000000000000000E+000,-1.4335116266734968E+002, 0.0000000000000000E+000
 6.9900134017820369E+002, 4.3919549503065291E+003, 0.0000000000000000E+000,-1.4411431210668954E+002, 0.0000000000000000E+000
 7.0271469970992450E+002, 4.4152866763565125E+003, 0.0000000000000000E+000,-1.4488167542116301E+002, 0.0000000000000000E+000
 7.0644778601213807E+002, 4.4387423493610140E+003, 0.0000000000000000E+000,-1.4565328069438522E+002, 0.0000000000000000E+000
 7.1020070388091131E+002, 4.4623226277731419E+003, 0.0000000000000000E+000,-1.4642915632294864E+002, 0.0000000000000000E+000
 7.1397355866902751E+002, 4.4860281735439557E+003, 0.0000000000000000E+000,-1.4720933102244501E+002, 0.0000000000000000E+000
 7.1776645628894391E+002, 4.5098596521410509E+003, 0.0000000000000000E+000,-1.4799383383362809E+002, 0.0000000000000000E+000
 7.2157950321576459E+002, 4.5338177325672368E+003, 0.0000000000000000E+000,-1.4878269412872947E+002, 0.0000000000000000E+000
 7.2541280649022974E+002, 4.5579030873793199E+003, 0.0000000000000000E+000,-1.4957594161793818E+002, 0.0000000000000000E+000
 7.2926647372172044E+002, 4.5821163927069820E+003, 0.0000000000000000E+000,-1.5037360635603898E+002, 0.0000000000000000E+000
 7.3314061309127953E+002, 4.6064583282717613E+003, 0.0000000000000000E+000,-1.5117571874921811E+002, 0.0000000000000000E+000
 7.3703533335464851E+002, 4.6309295774061356E+003, 0.0000000000000000E+000,-1.5198230956204583E+002, 0.0000000000000000E+000
 7.4095074384532052E+002, 4.6555308270727028E+003, 0.0000000000000000E+000,-1.5279340992463210E+002, 0.0000000000000000E+000
 7.4488695447760938E+002, 4.6802627678834642E+003, 0.0000000000000000E+000,-1.5360905133996934E+002, 0.0000000000000000E+000
 7.4884407574973557E+002, 4.7051260941192158E+003, 0.0000000000000000E+000,-1.5442926569146434E+002, 0.0000000000000000E+000
 7.5282221874692789E+002, 4.7301215037490338E+003, 0.0000000000000000E+000,-1.5525408525066388E+002, 0.0000000000000000E+000
 7.5682149514454170E+002, 4.7552496984498712E+003, 0.0000000000000000E+000,-1.5608354268518244E+002, 0.0000000000000000E+000
 7.6084201721119427E+002, 4.7805113836262535E+003, 0.0000000000000000E+000,-1.5691767106683807E+002, 0.0000000000000000E+000
 7.6488389781191620E+002, 4.8059072684300836E+003, 0.0000000000000000E+000,-1.5775650388000219E+002, 0.0000000000000000E+000
 7.6894725041131971E+002, 4.8314380657805459E+003, 0.0000000000000000E+000,-1.5860007503017272E+002, 0.0000000000000000E+000
 7.7303218907678411E+002, 4.8571044923841218E+003, 0.0000000000000000E+000,-1.5944841885277114E+002, 0.0000000000000000E+000
 7.7713882848165770E+002, 4.8829072687547086E+003, 0.0000000000000000E+000,-1.6030157012218098E+002, 0.0000000000000000E+000
 7.8126728390847700E+002, 4.9088471192338448E+003, 0.0000000000000000E+000,-1.6115956406102700E+002, 0.0000000000000000E+000
 7.8541767125220304E+002, 4.9349247720110488E+003, 0.0000000000000000E+000,-1.6202243634970935E+002, 0.0000000000000000E+000
 7.8959010702347462E+002, 4.9611409591442525E+003, 0.0000000000000000E+000,-1.6289022313619171E+002, 0.0000000000000000E+000
 7.9378470835187920E+002, 4.9874964165803603E+003, 0.0000000000000000E+000,-1.6376296104607098E+002, 0.0000000000000000E+000
 7.9800159298924086E+002, 5.0139918841759027E+003, 0.0000000000000000E+000,-1.6464068719291137E+002, 0.0000000000000000E+000
 8.0224087931292593E+002, 5.0406281057178076E+003, 0.0000000000000000E+000,-1.6552343918887686E+002, 0.0000000000000000E+000
 8.0650268632916607E+002, 5.0674058289442828E+003, 0.0000000000000000E+000,-1.6641125515566094E+002, 0.0000000000000000E+000
 8.1078713367639909E+002, 5.0943258055658016E+003, 0.0000000000000000E+000,-1.6730417373571993E+002, 0.0000000000000000E+000
 8.1509434162862749E+002, 5.1213887912862101E+003, 0.0000000000000000E+000,-1.6820223410383377E+002, 0.0000000000000000E+000
 8.1942443109879468E+002, 5.1485955458239378E+003, 0.0000000000000000E+000,-1.6910547597899060E+002, 0.0000000000000000E+000
 8.2377752364217929E+002, 5.1759468329333249E+003, 0.0000000000000000E+000,-1.7001393963662247E+002, 0.0000000000000000E+000
 8.2815374145980775E+002, 5.2034434204260660E+003, 0.0000000000000000E+000,-1.7092766592119116E+002, 0.0000000000000000E+000
 8.3255320740188449E+002, 5.2310860801927593E+003, 0.0000000000000000E+000,-1.7184669625914768E+002, 0.0000000000000000E+000
 8.3697604497124075E+002, 5.2588755882245805E+003, 0.0000000000000000E+000,-1.7277107267227109E+002, 0.0000000000000000E+000
 8.4142237832680144E+002, 5.2868127246350623E+003, 0.0000000000000000E+000,-1.7370083779140774E+002, 0.0000000000000000E+000
 8.4589233228707064E+002, 5.3148982736819944E+003, 0.0000000000000000E+000,-1.7463603487062210E+002, 0.0000000000000000E+000
 8.5038603233363563E+002, 5.3431330237894435E+003, 0.0000000000000000E+000,-1.7557670780177807E+002, 0.0000000000000000E+000
 8.5490360461468924E+002, 5.3715177675698815E+003, 0.0000000000000000E+000,-1.7652290112955779E+002, 0.0000000000000000E+000
 8.5944517594857120E+002, 5.4000533018464366E+003, 0.0000000000000000E+000,-1.7747466006695703E+002, 0.0000000000000000E+000
 8.6401087382732840E+002, 5.4287404276752650E+003, 0.0000000000000000E+000,-1.7843203051124385E+002, 0.0000000000000000E+000
 8.6860082642029363E+002, 5.4575799503680355E+003, 0.0000000000000000E+000,-1.7939505906043482E+002, 0.0000000000000000E+000
 8.7321516257768360E+002, 5.4865726795145356E+003, 0.0000000000000000E+000,-1.8036379303027911E+002, 0.0000000000000000E+000
 8.7785401183421629E+002, 5.5157194290054022E+003, 0.0000000000000000E+000,-1.8133828047178898E+002, 0.0000000000000000E+000
 8.8251750441274680E+002, 5.5450210170549663E+003, 0.0000000000000000E+000,-1.8231857018933084E+002, 0.0000000000000000E+000
 8.8720577122792349E+002, 5.5744782662242224E+003, 0.0000000000000000E+000,-1.8330471175930833E+002, 0.0000000000000000E+000
 8.9191894388986293E+002, 5.6040920034439205E+003, 0.0000000000000000E+000,-1.8429675554945229E+002, 0.0000000000000000E+000
 8.9665715470784426E+002, 5.6338630600377801E+003, 0.0000000000000000E+000,-1.8529475273875104E+002, 0.0000000000000000E+000
 9.0142053669402355E+002, 5.6637922717458259E+003, 0.0000000000000000E+000,-1.8629875533804068E+002, 0.0000000000000000E+000
 9.0620922356716790E+002, 5.6938804787478502E+003, 0.0000000000000000E+000,-1.8730881621129598E+002, 0.0000000000000000E+000
 9.1102334975640895E+002, 5.7241285256869978E+003, 0.0000000000000000E+000,-1.8832498909763805E+002, 0.0000000000000000E+000
 9.1586305040501679E+002, 5.7545372616934783E+003, 0.0000000000000000E+000,-1.8934732863409897E+002, 0.0000000000000000E+000
 9.2072846137419367E+002, 5.7851075404084013E+003, 0.0000000000000000E+000,-1.9037589037917789E+002, 0.0000000000000000E+000
 9.2561971924688794E+002, 5.8158402200077398E+003, 0.0000000000000000E+000,-1.9141073083721867E+002, 0.0000000000000000E+000
