
Label=phase_vs_2_pi_freq
LabelX=2*PI*F
LabelY=ph(v(V_out))
Data Point Count=1001
F,2*PI*F,2*PI*F,ph(v(V_out)),ph(v(V_out))
 2.7076569448349221E+002, 1.7012710332669551E+003, 0.0000000000000000E+000,-5.5955283949951500E+001, 0.0000000000000000E+000
 2.7220410427569226E+002, 1.7103088285390095E+003, 0.0000000000000000E+000,-5.6251902468689245E+001, 0.0000000000000000E+000
 2.7365015544481872E+002, 1.7193946359982949E+003, 0.0000000000000000E+000,-5.6550088230347164E+001, 0.0000000000000000E+000
 2.7510388858475642E+002, 1.7285287107037113E+003, 0.0000000000000000E+000,-5.6849849468636883E+001, 0.0000000000000000E+000
 2.7656534450504012E+002, 1.7377113090691287E+003, 0.0000000000000000E+000,-5.7151194460668670E+001, 0.0000000000000000E+000
 2.7803456423200032E+002, 1.7469426888705834E+003, 0.0000000000000000E+000,-5.7454131527208055E+001, 0.0000000000000000E+000
 2.7951158900991493E+002, 1.7562231092535167E+003, 0.0000000000000000E+000,-5.7758669032930683E+001, 0.0000000000000000E+000
 2.8099646030216707E+002, 1.7655528307400480E+003, 0.0000000000000000E+000,-5.8064815386679683E+001, 0.0000000000000000E+000
 2.8248921979240902E+002, 1.7749321152362891E+003, 0.0000000000000000E+000,-5.8372579041729900E+001, 0.0000000000000000E+000
 2.8398990938573240E+002, 1.7843612260396960E+003, 0.0000000000000000E+000,-5.8681968496048455E+001, 0.0000000000000000E+000
 2.8549857120984450E+002, 1.7938404278464598E+003, 0.0000000000000000E+000,-5.8992992292562505E+001, 0.0000000000000000E+000
 2.8701524761625092E+002, 1.8033699867589385E+003, 0.0000000000000000E+000,-5.9305659019428695E+001, 0.0000000000000000E+000
 2.8853998118144449E+002, 1.8129501702931263E+003, 0.0000000000000000E+000,-5.9619977310303454E+001, 0.0000000000000000E+000
 2.9007281470810051E+002, 1.8225812473861638E+003, 0.0000000000000000E+000,-5.9935955844618846E+001, 0.0000000000000000E+000
 2.9161379122627829E+002, 1.8322634884038871E+003, 0.0000000000000000E+000,-6.0253603347858501E+001, 0.0000000000000000E+000
 2.9316295399462905E+002, 1.8419971651484182E+003, 0.0000000000000000E+000,-6.0572928591839762E+001, 0.0000000000000000E+000
 2.9472034650161032E+002, 1.8517825508657945E+003, 0.0000000000000000E+000,-6.0893940394993479E+001, 0.0000000000000000E+000
 2.9628601246670678E+002, 1.8616199202536397E+003, 0.0000000000000000E+000,-6.1216647622655273E+001, 0.0000000000000000E+000
 2.9785999584165756E+002, 1.8715095494688755E+003, 0.0000000000000000E+000,-6.1541059187349092E+001, 0.0000000000000000E+000
 2.9944234081169003E+002, 1.8814517161354729E+003, 0.0000000000000000E+000,-6.1867184049083306E+001, 0.0000000000000000E+000
