
Label=gain_vs_2_pi_freq
LabelX=2*PI*F
LabelY=dB(v(V_out))
Data Point Count=1001
F,2*PI*F,2*PI*F,dB(v(V_out)),dB(v(V_out))
 3.0585622858892003E+002, 1.9217513615792632E+003, 0.0000000000000000E+000,-1.7176777616429353E-001, 0.0000000000000000E+000
 3.0748105257205759E+002, 1.9319604317568662E+003, 0.0000000000000000E+000,-1.7349846323215470E-001, 0.0000000000000000E+000
 3.0911450823481914E+002, 1.9422237363770589E+003, 0.0000000000000000E+000,-1.7524565332908945E-001, 0.0000000000000000E+000
 3.1075664143195195E+002, 1.9525415635537156E+003, 0.0000000000000000E+000,-1.7700948332755484E-001, 0.0000000000000000E+000
 3.1240749826180109E+002, 1.9629142029312807E+003, 0.0000000000000000E+000,-1.7879009080066077E-001, 0.0000000000000000E+000
 3.1406712506760346E+002, 1.9733419456928996E+003, 0.0000000000000000E+000,-1.8058761401451212E-001, 0.0000000000000000E+000
 3.1573556843878873E+002, 1.9838250845685920E+003, 0.0000000000000000E+000,-1.8240219192166951E-001, 0.0000000000000000E+000
 3.1741287521228730E+002, 1.9943639138434710E+003, 0.0000000000000000E+000,-1.8423396415442744E-001, 0.0000000000000000E+000
 3.1909909247384502E+002, 2.0049587293660031E+003, 0.0000000000000000E+000,-1.8608307101655949E-001, 0.0000000000000000E+000
 3.2079426755934503E+002, 2.0156098285563137E+003, 0.0000000000000000E+000,-1.8794965347651610E-001, 0.0000000000000000E+000
 3.2249844805613662E+002, 2.0263175104145366E+003, 0.0000000000000000E+000,-1.8983385315850437E-001, 0.0000000000000000E+000
 3.2421168180437110E+002, 2.0370820755292077E+003, 0.0000000000000000E+000,-1.9173581233396950E-001, 0.0000000000000000E+000
 3.2593401689834468E+002, 2.0479038260857023E+003, 0.0000000000000000E+000,-1.9365567391372285E-001, 0.0000000000000000E+000
 3.2766550168784875E+002, 2.0587830658747193E+003, 0.0000000000000000E+000,-1.9559358143783162E-001, 0.0000000000000000E+000
 3.2940618477952700E+002, 2.0697201003008076E+003, 0.0000000000000000E+000,-1.9754967906674176E-001, 0.0000000000000000E+000
 3.3115611503824010E+002, 2.0807152363909431E+003, 0.0000000000000000E+000,-1.9952411157075656E-001, 0.0000000000000000E+000
 3.3291534158843723E+002, 2.0917687828031417E+003, 0.0000000000000000E+000,-2.0151702432061225E-001, 0.0000000000000000E+000
 3.3468391381553533E+002, 2.1028810498351304E+003, 0.0000000000000000E+000,-2.0352856327600644E-001, 0.0000000000000000E+000
 3.3646188136730530E+002, 2.1140523494330537E+003, 0.0000000000000000E+000,-2.0555887497526781E-001, 0.0000000000000000E+000
 3.3824929415526572E+002, 2.1252829952002317E+003, 0.0000000000000000E+000,-2.0760810652356848E-001, 0.0000000000000000E+000
 3.4004620235608417E+002, 2.1365733024059646E+003, 0.0000000000000000E+000,-2.0967640558105205E-001, 0.0000000000000000E+000
 3.4185265641298554E+002, 2.1479235879943822E+003, 0.0000000000000000E+000,-2.1176392035121655E-001, 0.0000000000000000E+000
 3.4366870703716836E+002, 2.1593341705933417E+003, 0.0000000000000000E+000,-2.1387079956722371E-001, 0.0000000000000000E+000
 3.4549440520922809E+002, 2.1708053705233724E+003, 0.0000000000000000E+000,-2.1599719247997162E-001, 0.0000000000000000E+000
 3.4732980218058844E+002, 2.1823375098066654E+003, 0.0000000000000000E+000,-2.1814324884344369E-001, 0.0000000000000000E+000
 3.4917494947494009E+002, 2.1939309121761180E+003, 0.0000000000000000E+000,-2.2030911890197974E-001, 0.0000000000000000E+000
 3.5102989888968705E+002, 2.2055859030844176E+003, 0.0000000000000000E+000,-2.2249495337495689E-001, 0.0000000000000000E+000
 3.5289470249740071E+002, 2.2173028097131796E+003, 0.0000000000000000E+000,-2.2470090344191845E-001, 0.0000000000000000E+000
 3.5476941264728174E+002, 2.2290819609821324E+003, 0.0000000000000000E+000,-2.2692712072805221E-001, 0.0000000000000000E+000
 3.5665408196662941E+002, 2.2409236875583497E+003, 0.0000000000000000E+000,-2.2917375728764247E-001, 0.0000000000000000E+000
 3.5854876336231928E+002, 2.2528283218655347E+003, 0.0000000000000000E+000,-2.3144096558803151E-001, 0.0000000000000000E+000
 3.6045351002228813E+002, 2.2647961980933505E+003, 0.0000000000000000E+000,-2.3372889849271414E-001, 0.0000000000000000E+000
 3.6236837541702721E+002, 2.2768276522068018E+003, 0.0000000000000000E+000,-2.3603770924439368E-001, 0.0000000000000000E+000
 3.6429341330108326E+002, 2.2889230219556666E+003, 0.0000000000000000E+000,-2.3836755144684885E-001, 0.0000000000000000E+000
 3.6622867771456754E+002, 2.3010826468839787E+003, 0.0000000000000000E+000,-2.4071857904640354E-001, 0.0000000000000000E+000
 3.6817422298467272E+002, 2.3133068683395563E+003, 0.0000000000000000E+000,-2.4309094631383119E-001, 0.0000000000000000E+000
 3.7013010372719816E+002, 2.3255960294835877E+003, 0.0000000000000000E+000,-2.4548480782436502E-001, 0.0000000000000000E+000
 3.7209637484808303E+002, 2.3379504753002630E+003, 0.0000000000000000E+000,-2.4790031843775412E-001, 0.0000000000000000E+000
 3.7407309154494749E+002, 2.3503705526064582E+003, 0.0000000000000000E+000,-2.5033763327799446E-001, 0.0000000000000000E+000
 3.7606030930864245E+002, 2.3628566100614730E+003, 0.0000000000000000E+000,-2.5279690771226243E-001, 0.0000000000000000E+000
 3.7805808392480714E+002, 2.3754089981768152E+003, 0.0000000000000000E+000,-2.5527829732918372E-001, 0.0000000000000000E+000
 3.8006647147543526E+002, 2.3880280693260443E+003, 0.0000000000000000E+000,-2.5778195791644021E-001, 0.0000000000000000E+000
 3.8208552834044929E+002, 2.4007141777546603E+003, 0.0000000000000000E+000,-2.6030804543843195E-001, 0.0000000000000000E+000
 3.8411531119928310E+002, 2.4134676795900500E+003, 0.0000000000000000E+000,-2.6285671601221383E-001, 0.0000000000000000E+000
 3.8615587703247326E+002, 2.4262889328514830E+003, 0.0000000000000000E+000,-2.6542812588405945E-001, 0.0000000000000000E+000
 3.8820728312325838E+002, 2.4391782974601629E+003, 0.0000000000000000E+000,-2.6802243140449994E-001, 0.0000000000000000E+000
 3.9026958705918742E+002, 2.4521361352493309E+003, 0.0000000000000000E+000,-2.7063978900262453E-001, 0.0000000000000000E+000
 3.9234284673373611E+002, 2.4651628099744230E+003, 0.0000000000000000E+000,-2.7328035516105392E-001, 0.0000000000000000E+000
 3.9442712034793226E+002, 2.4782586873232822E+003, 0.0000000000000000E+000,-2.7594428638855450E-001, 0.0000000000000000E+000
 3.9652246641198957E+002, 2.4914241349264239E+003, 0.0000000000000000E+000,-2.7863173919279427E-001, 0.0000000000000000E+000
 3.9862894374695009E+002, 2.5046595223673544E+003, 0.0000000000000000E+000,-2.8134287005295461E-001, 0.0000000000000000E+000
 4.0074661148633550E+002, 2.5179652211929492E+003, 0.0000000000000000E+000,-2.8407783539063125E-001, 0.0000000000000000E+000
 4.0287552907780707E+002, 2.5313416049238795E+003, 0.0000000000000000E+000,-2.8683679154039904E-001, 0.0000000000000000E+000
 4.0501575628483465E+002, 2.5447890490651012E+003, 0.0000000000000000E+000,-2.8961989472023753E-001, 0.0000000000000000E+000
 4.0716735318837419E+002, 2.5583079311163938E+003, 0.0000000000000000E+000,-2.9242730100034675E-001, 0.0000000000000000E+000
 4.0933038018855439E+002, 2.5718986305829590E+003, 0.0000000000000000E+000,-2.9525916627157917E-001, 0.0000000000000000E+000
 4.1150489800637223E+002, 2.5855615289860721E+003, 0.0000000000000000E+000,-2.9811564621383879E-001, 0.0000000000000000E+000
 4.1369096768539771E+002, 2.5992970098737960E+003, 0.0000000000000000E+000,-3.0099689626225851E-001, 0.0000000000000000E+000
 4.1588865059348734E+002, 2.6131054588317443E+003, 0.0000000000000000E+000,-3.0390307157409252E-001, 0.0000000000000000E+000
 4.1809800842450682E+002, 2.6269872634939079E+003, 0.0000000000000000E+000,-3.0683432699367885E-001, 0.0000000000000000E+000
 4.2031910320006307E+002, 2.6409428135535363E+003, 0.0000000000000000E+000,-3.0979081701760625E-001, 0.0000000000000000E+000
 4.2255199727124523E+002, 2.6549725007740767E+003, 0.0000000000000000E+000,-3.1277269575833383E-001, 0.0000000000000000E+000
 4.2479675332037499E+002, 2.6690767190001711E+003, 0.0000000000000000E+000,-3.1578011690713914E-001, 0.0000000000000000E+000
 4.2705343436276627E+002, 2.6832558641687147E+003, 0.0000000000000000E+000,-3.1881323369664655E-001, 0.0000000000000000E+000
 4.2932210374849421E+002, 2.6975103343199689E+003, 0.0000000000000000E+000,-3.2187219886233809E-001, 0.0000000000000000E+000
 4.3160282516417345E+002, 2.7118405296087344E+003, 0.0000000000000000E+000,-3.2495716460264468E-001, 0.0000000000000000E+000
 4.3389566263474597E+002, 2.7262468523155867E+003, 0.0000000000000000E+000,-3.2806828253932929E-001, 0.0000000000000000E+000
 4.3620068052527864E+002, 2.7407297068581674E+003, 0.0000000000000000E+000,-3.3120570367580981E-001, 0.0000000000000000E+000
 4.3851794354276973E+002, 2.7552894998025381E+003, 0.0000000000000000E+000,-3.3436957835553233E-001, 0.0000000000000000E+000
 4.4084751673796563E+002, 2.7699266398745922E+003, 0.0000000000000000E+000,-3.3756005621876406E-001, 0.0000000000000000E+000
 4.4318946550718692E+002, 2.7846415379715309E+003, 0.0000000000000000E+000,-3.4077728615940117E-001, 0.0000000000000000E+000
 4.4554385559416414E+002, 2.7994346071733953E+003, 0.0000000000000000E+000,-3.4402141627928706E-001, 0.0000000000000000E+000
 4.4791075309188346E+002, 2.8143062627546656E+003, 0.0000000000000000E+000,-3.4729259384375755E-001, 0.0000000000000000E+000
 4.5029022444444189E+002, 2.8292569221959156E+003, 0.0000000000000000E+000,-3.5059096523387279E-001, 0.0000000000000000E+000
 4.5268233644891274E+002, 2.8442870051955347E+003, 0.0000000000000000E+000,-3.5391667590000148E-001, 0.0000000000000000E+000
 4.5508715625722050E+002, 2.8593969336815085E+003, 0.0000000000000000E+000,-3.5726987031276886E-001, 0.0000000000000000E+000
 4.5750475137802619E+002, 2.8745871318232635E+003, 0.0000000000000000E+000,-3.6065069191372867E-001, 0.0000000000000000E+000
 4.5993518967862235E+002, 2.8898580260435760E+003, 0.0000000000000000E+000,-3.6405928306504121E-001, 0.0000000000000000E+000
 4.6237853938683827E+002, 2.9052100450305397E+003, 0.0000000000000000E+000,-3.6749578499785523E-001, 0.0000000000000000E+000
 4.6483486909295522E+002, 2.9206436197496027E+003, 0.0000000000000000E+000,-3.7096033776030740E-001, 0.0000000000000000E+000
 4.6730424775163198E+002, 2.9361591834556634E+003, 0.0000000000000000E+000,-3.7445308016418627E-001, 0.0000000000000000E+000
 4.6978674468384065E+002, 2.9517571717052351E+003, 0.0000000000000000E+000,-3.7797414972920751E-001, 0.0000000000000000E+000
 4.7228242957881253E+002, 2.9674380223686726E+003, 0.0000000000000000E+000,-3.8152368262936504E-001, 0.0000000000000000E+000
 4.7479137249599438E+002, 2.9832021756424620E+003, 0.0000000000000000E+000,-3.8510181363518464E-001, 0.0000000000000000E+000
 4.7731364386701540E+002, 2.9990500740615807E+003, 0.0000000000000000E+000,-3.8870867605642262E-001, 0.0000000000000000E+000
 4.7984931449766412E+002, 3.0149821625119198E+003, 0.0000000000000000E+000,-3.9234440168373125E-001, 0.0000000000000000E+000
 4.8239845556987626E+002, 3.0309988882427710E+003, 0.0000000000000000E+000,-3.9600912072817540E-001, 0.0000000000000000E+000
 4.8496113864373291E+002, 3.0471007008793849E+003, 0.0000000000000000E+000,-3.9970296176098619E-001, 0.0000000000000000E+000
 4.8753743565946934E+002, 3.0632880524355905E+003, 0.0000000000000000E+000,-4.0342605165140732E-001, 0.0000000000000000E+000
 4.9012741893949465E+002, 3.0795613973264863E+003, 0.0000000000000000E+000,-4.0717851550349521E-001, 0.0000000000000000E+000
 4.9273116119042180E+002, 3.0959211923811945E+003, 0.0000000000000000E+000,-4.1096047659196605E-001, 0.0000000000000000E+000
 4.9534873550510889E+002, 3.1123678968556874E+003, 0.0000000000000000E+000,-4.1477205629684066E-001, 0.0000000000000000E+000
 4.9798021536471089E+002, 3.1289019724456775E+003, 0.0000000000000000E+000,-4.1861337403672644E-001, 0.0000000000000000E+000
 5.0062567464074249E+002, 3.1455238832995810E+003, 0.0000000000000000E+000,-4.2248454720137713E-001, 0.0000000000000000E+000
 5.0328518759715172E+002, 3.1622340960315455E+003, 0.0000000000000000E+000,-4.2638569108262969E-001, 0.0000000000000000E+000
 5.0595882889240494E+002, 3.1790330797345491E+003, 0.0000000000000000E+000,-4.3031691880420497E-001, 0.0000000000000000E+000
 5.0864667358158238E+002, 3.1959213059935696E+003, 0.0000000000000000E+000,-4.3427834125069731E-001, 0.0000000000000000E+000
 5.1134879711848538E+002, 3.2128992488988224E+003, 0.0000000000000000E+000,-4.3827006699487225E-001, 0.0000000000000000E+000
 5.1406527535775433E+002, 3.2299673850590702E+003, 0.0000000000000000E+000,-4.4229220222394516E-001, 0.0000000000000000E+000
 5.1679618455699813E+002, 3.2471261936150004E+003, 0.0000000000000000E+000,-4.4634485066456731E-001, 0.0000000000000000E+000
 5.1954160137893507E+002, 3.2643761562526784E+003, 0.0000000000000000E+000,-4.5042811350660689E-001, 0.0000000000000000E+000
 5.2230160289354467E+002, 3.2817177572170667E+003, 0.0000000000000000E+000,-4.5454208932587803E-001, 0.0000000000000000E+000
 5.2507626658023139E+002, 3.2991514833256215E+003, 0.0000000000000000E+000,-4.5868687400464803E-001, 0.0000000000000000E+000
 5.2786567032999960E+002, 3.3166778239819569E+003, 0.0000000000000000E+000,-4.6286256065246134E-001, 0.0000000000000000E+000
 5.3066989244764011E+002, 3.3342972711895836E+003, 0.0000000000000000E+000,-4.6706923952410073E-001, 0.0000000000000000E+000
 5.3348901165392851E+002, 3.3520103195657225E+003, 0.0000000000000000E+000,-4.7130699793720066E-001, 0.0000000000000000E+000
 5.3632310708783484E+002, 3.3698174663551877E+003, 0.0000000000000000E+000,-4.7557592018819395E-001, 0.0000000000000000E+000
 5.3917225830874520E+002, 3.3877192114443446E+003, 0.0000000000000000E+000,-4.7987608746674371E-001, 0.0000000000000000E+000
 5.4203654529869550E+002, 3.4057160573751457E+003, 0.0000000000000000E+000,-4.8420757776927437E-001, 0.0000000000000000E+000
 5.4491604846461621E+002, 3.4238085093592358E+003, 0.0000000000000000E+000,-4.8857046581122554E-001, 0.0000000000000000E+000
 5.4781084864058994E+002, 3.4419970752921349E+003, 0.0000000000000000E+000,-4.9296482293649768E-001, 0.0000000000000000E+000
 5.5072102709012051E+002, 3.4602822657674960E+003, 0.0000000000000000E+000,-4.9739071702770671E-001, 0.0000000000000000E+000
 5.5364666550841423E+002, 3.4786645940914391E+003, 0.0000000000000000E+000,-5.0184821241402811E-001, 0.0000000000000000E+000
 5.5658784602467335E+002, 3.4971445762969615E+003, 0.0000000000000000E+000,-5.0633736977629884E-001, 0.0000000000000000E+000
 5.5954465120440125E+002, 3.5157227311584202E+003, 0.0000000000000000E+000,-5.1085824605342012E-001, 0.0000000000000000E+000
 5.6251716405172078E+002, 3.5343995802061008E+003, 0.0000000000000000E+000,-5.1541089434518161E-001, 0.0000000000000000E+000
 5.6550546801170390E+002, 3.5531756477408535E+003, 0.0000000000000000E+000,-5.1999536381410738E-001, 0.0000000000000000E+000
 5.6850964697271434E+002, 3.5720514608488124E+003, 0.0000000000000000E+000,-5.2461169958675891E-001, 0.0000000000000000E+000
 5.7152978526876279E+002, 3.5910275494161942E+003, 0.0000000000000000E+000,-5.2925994265207776E-001, 0.0000000000000000E+000
 5.7456596768187387E+002, 3.6101044461441711E+003, 0.0000000000000000E+000,-5.3394012975981298E-001, 0.0000000000000000E+000
 5.7761827944446645E+002, 3.6292826865638240E+003, 0.0000000000000000E+000,-5.3865229331604925E-001, 0.0000000000000000E+000
 5.8068680624174624E+002, 3.6485628090511791E+003, 0.0000000000000000E+000,-5.4339646127818630E-001, 0.0000000000000000E+000
 5.8377163421411115E+002, 3.6679453548423189E+003, 0.0000000000000000E+000,-5.4817265704807427E-001, 0.0000000000000000E+000
 5.8687284995956963E+002, 3.6874308680485778E+003, 0.0000000000000000E+000,-5.5298089936363082E-001, 0.0000000000000000E+000
 5.8999054053617135E+002, 3.7070198956718141E+003, 0.0000000000000000E+000,-5.5782120218845288E-001, 0.0000000000000000E+000
 5.9312479346445127E+002, 3.7267129876197669E+003, 0.0000000000000000E+000,-5.6269357460099734E-001, 0.0000000000000000E+000
 5.9627569672988659E+002, 3.7465106967214942E+003, 0.0000000000000000E+000,-5.6759802068100818E-001, 0.0000000000000000E+000
 5.9944333878536668E+002, 3.7664135787428909E+003, 0.0000000000000000E+000,-5.7253453939498555E-001, 0.0000000000000000E+000
 6.0262780855367600E+002, 3.7864221924022895E+003, 0.0000000000000000E+000,-5.7750312448005481E-001, 0.0000000000000000E+000
 6.0582919542999059E+002, 3.8065370993861470E+003, 0.0000000000000000E+000,-5.8250376432576922E-001, 0.0000000000000000E+000
 6.0904758928438741E+002, 3.8267588643648101E+003, 0.0000000000000000E+000,-5.8753644185483000E-001, 0.0000000000000000E+000
 6.1228308046436734E+002, 3.8470880550083693E+003, 0.0000000000000000E+000,-5.9260113440178264E-001, 0.0000000000000000E+000
 6.1553575979739139E+002, 3.8675252420025927E+003, 0.0000000000000000E+000,-5.9769781359050267E-001, 0.0000000000000000E+000
 6.1880571859343024E+002, 3.8880709990649466E+003, 0.0000000000000000E+000,-6.0282644520912099E-001, 0.0000000000000000E+000
 6.2209304864752778E+002, 3.9087259029607021E+003, 0.0000000000000000E+000,-6.0798698908438398E-001, 0.0000000000000000E+000
 6.2539784224237792E+002, 3.9294905335191256E+003, 0.0000000000000000E+000,-6.1317939895352480E-001, 0.0000000000000000E+000
 6.2872019215091507E+002, 3.9503654736497556E+003, 0.0000000000000000E+000,-6.1840362233442514E-001, 0.0000000000000000E+000
 6.3206019163891858E+002, 3.9713513093587667E+003, 0.0000000000000000E+000,-6.2365960039462420E-001, 0.0000000000000000E+000
 6.3541793446763086E+002, 3.9924486297654194E+003, 0.0000000000000000E+000,-6.2894726781784638E-001, 0.0000000000000000E+000
 6.3879351489638964E+002, 4.0136580271185994E+003, 0.0000000000000000E+000,-6.3426655266957332E-001, 0.0000000000000000E+000
 6.4218702768527385E+002, 4.0349800968134427E+003, 0.0000000000000000E+000,-6.3961737625964843E-001, 0.0000000000000000E+000
 6.4559856809776375E+002, 4.0564154374080485E+003, 0.0000000000000000E+000,-6.4499965300449591E-001, 0.0000000000000000E+000
 6.4902823190341530E+002, 4.0779646506402842E+003, 0.0000000000000000E+000,-6.5041329028580375E-001, 0.0000000000000000E+000
 6.5247611538054855E+002, 4.0996283414446752E+003, 0.0000000000000000E+000,-6.5585818830940623E-001, 0.0000000000000000E+000
 6.5594231531895048E+002, 4.1214071179693892E+003, 0.0000000000000000E+000,-6.6133423996047580E-001, 0.0000000000000000E+000
 6.5942692902259182E+002, 4.1433015915933047E+003, 0.0000000000000000E+000,-6.6684133065752726E-001, 0.0000000000000000E+000
 6.6293005431235906E+002, 4.1653123769431795E+003, 0.0000000000000000E+000,-6.7237933820472318E-001, 0.0000000000000000E+000
 6.6645178952879996E+002, 4.1874400919108975E+003, 0.0000000000000000E+000,-6.7794813264194775E-001, 0.0000000000000000E+000
 6.6999223353488480E+002, 4.2096853576708227E+003, 0.0000000000000000E+000,-6.8354757609288885E-001, 0.0000000000000000E+000
 6.7355148571878101E+002, 4.2320487986972257E+003, 0.0000000000000000E+000,-6.8917752261083709E-001, 0.0000000000000000E+000
 6.7712964599664383E+002, 4.2545310427818267E+003, 0.0000000000000000E+000,-6.9483781802364897E-001, 0.0000000000000000E+000
 6.8072681481542088E+002, 4.2771327210514119E+003, 0.0000000000000000E+000,-7.0052829977461151E-001, 0.0000000000000000E+000
 6.8434309315567180E+002, 4.2998544679855477E+003, 0.0000000000000000E+000,-7.0624879676366892E-001, 0.0000000000000000E+000
 6.8797858253440324E+002, 4.3226969214344008E+003, 0.0000000000000000E+000,-7.1199912918389763E-001, 0.0000000000000000E+000
 6.9163338500791872E+002, 4.3456607226366368E+003, 0.0000000000000000E+000,-7.1777910835859615E-001, 0.0000000000000000E+000
 6.9530760317468321E+002, 4.3687465162374237E+003, 0.0000000000000000E+000,-7.2358853657331967E-001, 0.0000000000000000E+000
 6.9900134017820369E+002, 4.3919549503065291E+003, 0.0000000000000000E+000,-7.2942720690846408E-001, 0.0000000000000000E+000
 7.0271469970992450E+002, 4.4152866763565125E+003, 0.0000000000000000E+000,-7.3529490306744227E-001, 0.0000000000000000E+000
 7.0644778601213807E+002, 4.4387423493610140E+003, 0.0000000000000000E+000,-7.4119139920331367E-001, 0.0000000000000000E+000
 7.1020070388091131E+002, 4.4623226277731419E+003, 0.0000000000000000E+000,-7.4711645974390284E-001, 0.0000000000000000E+000
 7.1397355866902751E+002, 4.4860281735439557E+003, 0.0000000000000000E+000,-7.5306983921284698E-001, 0.0000000000000000E+000
 7.1776645628894391E+002, 4.5098596521410509E+003, 0.0000000000000000E+000,-7.5905128205011174E-001, 0.0000000000000000E+000
 7.2157950321576459E+002, 4.5338177325672368E+003, 0.0000000000000000E+000,-7.6506052242816203E-001, 0.0000000000000000E+000
 7.2541280649022974E+002, 4.5579030873793199E+003, 0.0000000000000000E+000,-7.7109728406701850E-001, 0.0000000000000000E+000
 7.2926647372172044E+002, 4.5821163927069820E+003, 0.0000000000000000E+000,-7.7716128004630136E-001, 0.0000000000000000E+000
 7.3314061309127953E+002, 4.6064583282717613E+003, 0.0000000000000000E+000,-7.8325221261402556E-001, 0.0000000000000000E+000
 7.3703533335464851E+002, 4.6309295774061356E+003, 0.0000000000000000E+000,-7.8936977299430633E-001, 0.0000000000000000E+000
 7.4095074384532052E+002, 4.6555308270727028E+003, 0.0000000000000000E+000,-7.9551364119007639E-001, 0.0000000000000000E+000
 7.4488695447760938E+002, 4.6802627678834642E+003, 0.0000000000000000E+000,-8.0168348578545467E-001, 0.0000000000000000E+000
 7.4884407574973557E+002, 4.7051260941192158E+003, 0.0000000000000000E+000,-8.0787896374299395E-001, 0.0000000000000000E+000
 7.5282221874692789E+002, 4.7301215037490338E+003, 0.0000000000000000E+000,-8.1409972019968113E-001, 0.0000000000000000E+000
 7.5682149514454170E+002, 4.7552496984498712E+003, 0.0000000000000000E+000,-8.2034538825941561E-001, 0.0000000000000000E+000
 7.6084201721119427E+002, 4.7805113836262535E+003, 0.0000000000000000E+000,-8.2661558878207386E-001, 0.0000000000000000E+000
 7.6488389781191620E+002, 4.8059072684300836E+003, 0.0000000000000000E+000,-8.3290993016954618E-001, 0.0000000000000000E+000
 7.6894725041131971E+002, 4.8314380657805459E+003, 0.0000000000000000E+000,-8.3922800814928489E-001, 0.0000000000000000E+000
 7.7303218907678411E+002, 4.8571044923841218E+003, 0.0000000000000000E+000,-8.4556940555410987E-001, 0.0000000000000000E+000
 7.7713882848165770E+002, 4.8829072687547086E+003, 0.0000000000000000E+000,-8.5193369209748571E-001, 0.0000000000000000E+000
 7.8126728390847700E+002, 4.9088471192338448E+003, 0.0000000000000000E+000,-8.5832042414776499E-001, 0.0000000000000000E+000
 7.8541767125220304E+002, 4.9349247720110488E+003, 0.0000000000000000E+000,-8.6472914449695282E-001, 0.0000000000000000E+000
 7.8959010702347462E+002, 4.9611409591442525E+003, 0.0000000000000000E+000,-8.7115938212679800E-001, 0.0000000000000000E+000
 7.9378470835187920E+002, 4.9874964165803603E+003, 0.0000000000000000E+000,-8.7761065197064170E-001, 0.0000000000000000E+000
 7.9800159298924086E+002, 5.0139918841759027E+003, 0.0000000000000000E+000,-8.8408245467180113E-001, 0.0000000000000000E+000
 8.0224087931292593E+002, 5.0406281057178076E+003, 0.0000000000000000E+000,-8.9057427633807473E-001, 0.0000000000000000E+000
 8.0650268632916607E+002, 5.0674058289442828E+003, 0.0000000000000000E+000,-8.9708558829199103E-001, 0.0000000000000000E+000
 8.1078713367639909E+002, 5.0943258055658016E+003, 0.0000000000000000E+000,-9.0361584681727924E-001, 0.0000000000000000E+000
 8.1509434162862749E+002, 5.1213887912862101E+003, 0.0000000000000000E+000,-9.1016449290100165E-001, 0.0000000000000000E+000
 8.1942443109879468E+002, 5.1485955458239378E+003, 0.0000000000000000E+000,-9.1673095197088228E-001, 0.0000000000000000E+000
 8.2377752364217929E+002, 5.1759468329333249E+003, 0.0000000000000000E+000,-9.2331463362968480E-001, 0.0000000000000000E+000
 8.2815374145980775E+002, 5.2034434204260660E+003, 0.0000000000000000E+000,-9.2991493138312786E-001, 0.0000000000000000E+000
 8.3255320740188449E+002, 5.2310860801927593E+003, 0.0000000000000000E+000,-9.3653122236475350E-001, 0.0000000000000000E+000
 8.3697604497124075E+002, 5.2588755882245805E+003, 0.0000000000000000E+000,-9.4316286705510288E-001, 0.0000000000000000E+000
 8.4142237832680144E+002, 5.2868127246350623E+003, 0.0000000000000000E+000,-9.4980920899675081E-001, 0.0000000000000000E+000
 8.4589233228707064E+002, 5.3148982736819944E+003, 0.0000000000000000E+000,-9.5646957450388048E-001, 0.0000000000000000E+000
 8.5038603233363563E+002, 5.3431330237894435E+003, 0.0000000000000000E+000,-9.6314327236683661E-001, 0.0000000000000000E+000
 8.5490360461468924E+002, 5.3715177675698815E+003, 0.0000000000000000E+000,-9.6982959355169784E-001, 0.0000000000000000E+000
 8.5944517594857120E+002, 5.4000533018464366E+003, 0.0000000000000000E+000,-9.7652781089503149E-001, 0.0000000000000000E+000
 8.6401087382732840E+002, 5.4287404276752650E+003, 0.0000000000000000E+000,-9.8323717879180250E-001, 0.0000000000000000E+000
 8.6860082642029363E+002, 5.4575799503680355E+003, 0.0000000000000000E+000,-9.8995693287968312E-001, 0.0000000000000000E+000
 8.7321516257768360E+002, 5.4865726795145356E+003, 0.0000000000000000E+000,-9.9668628971668272E-001, 0.0000000000000000E+000
 8.7785401183421629E+002, 5.5157194290054022E+003, 0.0000000000000000E+000,-1.0034244464534718E+000, 0.0000000000000000E+000
 8.8251750441274680E+002, 5.5450210170549663E+003, 0.0000000000000000E+000,-1.0101705804993872E+000, 0.0000000000000000E+000
 8.8720577122792349E+002, 5.5744782662242224E+003, 0.0000000000000000E+000,-1.0169238491845269E+000, 0.0000000000000000E+000
 8.9191894388986293E+002, 5.6040920034439205E+003, 0.0000000000000000E+000,-1.0236833894136401E+000, 0.0000000000000000E+000
 8.9665715470784426E+002, 5.6338630600377801E+003, 0.0000000000000000E+000,-1.0304483173159982E+000, 0.0000000000000000E+000
 9.0142053669402355E+002, 5.6637922717458259E+003, 0.0000000000000000E+000,-1.0372177278883847E+000, 0.0000000000000000E+000
 9.0620922356716790E+002, 5.6938804787478502E+003, 0.0000000000000000E+000,-1.0439906946331987E+000, 0.0000000000000000E+000
 9.1102334975640895E+002, 5.7241285256869978E+003, 0.0000000000000000E+000,-1.0507662691900341E+000, 0.0000000000000000E+000
 9.1586305040501679E+002, 5.7545372616934783E+003, 0.0000000000000000E+000,-1.0575434809614923E+000, 0.0000000000000000E+000
 9.2072846137419367E+002, 5.7851075404084013E+003, 0.0000000000000000E+000,-1.0643213367344289E+000, 0.0000000000000000E+000
 9.2561971924688794E+002, 5.8158402200077398E+003, 0.0000000000000000E+000,-1.0710988202940102E+000, 0.0000000000000000E+000
 9.3053696133162828E+002, 5.8467361632264256E+003, 0.0000000000000000E+000,-1.0778748920342722E+000, 0.0000000000000000E+000
 9.3548032566637823E+002, 5.8777962373825621E+003, 0.0000000000000000E+000,-1.0846484885623968E+000, 0.0000000000000000E+000
 9.4044995102241103E+002, 5.9090213144017744E+003, 0.0000000000000000E+000,-1.0914185222986355E+000, 0.0000000000000000E+000
