
Label=gain_vs_2_pi_freq
LabelX=2*PI*F
LabelY=dB(v(V_out))
Data Point Count=1001
F,2*PI*F,2*PI*F,dB(v(V_out)),dB(v(V_out))
 2.7220410427569226E+002, 1.7103088285390095E+003, 0.0000000000000000E+000,-1.3760009684801536E-001, 0.0000000000000000E+000
 2.7365015544481872E+002, 1.7193946359982949E+003, 0.0000000000000000E+000,-1.3900086510308360E-001, 0.0000000000000000E+000
 2.7510388858475642E+002, 1.7285287107037113E+003, 0.0000000000000000E+000,-1.4041531202862736E-001, 0.0000000000000000E+000
 2.7656534450504012E+002, 1.7377113090691287E+003, 0.0000000000000000E+000,-1.4184355798702472E-001, 0.0000000000000000E+000
 2.7803456423200032E+002, 1.7469426888705834E+003, 0.0000000000000000E+000,-1.4328572411940463E-001, 0.0000000000000000E+000
 2.7951158900991493E+002, 1.7562231092535167E+003, 0.0000000000000000E+000,-1.4474193234384108E-001, 0.0000000000000000E+000
 2.8099646030216707E+002, 1.7655528307400480E+003, 0.0000000000000000E+000,-1.4621230535464391E-001, 0.0000000000000000E+000
 2.8248921979240902E+002, 1.7749321152362891E+003, 0.0000000000000000E+000,-1.4769696661977869E-001, 0.0000000000000000E+000
 2.8398990938573240E+002, 1.7843612260396960E+003, 0.0000000000000000E+000,-1.4919604037999090E-001, 0.0000000000000000E+000
 2.8549857120984450E+002, 1.7938404278464598E+003, 0.0000000000000000E+000,-1.5070965164604791E-001, 0.0000000000000000E+000
 2.8701524761625092E+002, 1.8033699867589385E+003, 0.0000000000000000E+000,-1.5223792619658710E-001, 0.0000000000000000E+000
 2.8853998118144449E+002, 1.8129501702931263E+003, 0.0000000000000000E+000,-1.5378099057587233E-001, 0.0000000000000000E+000
 2.9007281470810051E+002, 1.8225812473861638E+003, 0.0000000000000000E+000,-1.5533897209098096E-001, 0.0000000000000000E+000
 2.9161379122627829E+002, 1.8322634884038871E+003, 0.0000000000000000E+000,-1.5691199880873388E-001, 0.0000000000000000E+000
 2.9316295399462905E+002, 1.8419971651484182E+003, 0.0000000000000000E+000,-1.5850019955295294E-001, 0.0000000000000000E+000
 2.9472034650161032E+002, 1.8517825508657945E+003, 0.0000000000000000E+000,-1.6010370390064185E-001, 0.0000000000000000E+000
 2.9628601246670678E+002, 1.8616199202536397E+003, 0.0000000000000000E+000,-1.6172264217890445E-001, 0.0000000000000000E+000
 2.9785999584165756E+002, 1.8715095494688755E+003, 0.0000000000000000E+000,-1.6335714546059171E-001, 0.0000000000000000E+000
 2.9944234081169003E+002, 1.8814517161354729E+003, 0.0000000000000000E+000,-1.6500734556094482E-001, 0.0000000000000000E+000
 3.0103309179676023E+002, 1.8914466993522476E+003, 0.0000000000000000E+000,-1.6667337503214519E-001, 0.0000000000000000E+000
 3.0263229345279984E+002, 1.9014947797006928E+003, 0.0000000000000000E+000,-1.6835536716013161E-001, 0.0000000000000000E+000
 3.0423999067296967E+002, 1.9115962392528575E+003, 0.0000000000000000E+000,-1.7005345595848226E-001, 0.0000000000000000E+000
